省份编码,省份,年份,中等职业学校(机构)教职工总数(万人),中等职业学校(机构)校本部教职工数(万人),中等职业学校(机构)专任教师数(万人),中等职业学校(机构)校本部行政人员数(万人),中等职业学校(机构)校本部教辅人员数(万人),中等职业学校(机构)校本部工勤人员数(万人),中等职业学校(机构)校办企业职工数(万人),中等职业学校(机构)其他附设机构人员数(万人),中等职业学校(机构)聘请校外教师数(万人)
410000,河南省,2011,7.901,7.7157,5.8334,0.7414,0.5749,0.566,0.0807,0.1046,0.8649
410000,河南省,2010,8.3165,8.1125,6.0389,0.8263,0.5679,0.6794,0.1013,0.1027,0.8706
410000,河南省,2009,8.272,8.0828,5.9531,0.8544,0.5756,0.6997,0.1095,0.0797,0.8351
410000,河南省,2008,7.9075,7.7087,5.5922,0.8573,0.5676,0.6916,0.1217,0.0771,0.99
410000,河南省,2007,,,,,,,,,
410000,河南省,2006,,,,,,,,,
410000,河南省,2005,,,,,,,,,
410000,河南省,2004,,,,,,,,,
410000,河南省,2003,,,,,,,,,
410000,河南省,2002,,,,,,,,,
410000,河南省,2001,,,,,,,,,
410000,河南省,2000,,,,,,,,,
420000,湖北省,2019,2.5951,,2.0452,,,,,,
420000,湖北省,2018,2.5937,,1.9891,,,,,,
420000,湖北省,2017,2.6595,,2.0211,,,,,,
420000,湖北省,2016,2.7672,,2.0657,,,,,,
420000,湖北省,2015,2.7532,,2.055,,,,,,
420000,湖北省,2014,2.9809,2.9455,2.1905,0.3111,0.2269,0.217,0.0292,0.0062,0.3374
420000,湖北省,2013,3.0619,3.0206,2.2384,0.3262,0.221,0.235,0.0293,0.012,0.3613
420000,湖北省,2012,3.3442,3.2764,2.3796,0.3708,0.25,0.276,0.0452,0.0226,0.4265
420000,湖北省,2011,3.698,3.6261,2.6208,0.4113,0.2879,0.3061,0.0439,0.028,0.4641
420000,湖北省,2010,4.0985,4.0015,2.8476,0.4552,0.3127,0.386,0.0542,0.0428,0.5812
420000,湖北省,2009,4.2244,4.099,2.9148,0.4685,0.3245,0.3912,0.0779,0.0475,0.5953
420000,湖北省,2008,4.4847,4.3617,3.0689,0.5245,0.3411,0.4272,0.0746,0.0484,0.6285
420000,湖北省,2007,,,,,,,,,
420000,湖北省,2006,,,,,,,,,
420000,湖北省,2005,,,,,,,,,
420000,湖北省,2004,,,,,,,,,
420000,湖北省,2003,,,,,,,,,
420000,湖北省,2002,,,,,,,,,
420000,湖北省,2001,,,,,,,,,
420000,湖北省,2000,,,,,,,,,
430000,湖南省,2019,3.9075,,3.1027,,,,,,
430000,湖南省,2018,3.6678,,2.9029,,,,,,
430000,湖南省,2017,3.4447,,2.7001,,,,,,
430000,湖南省,2016,3.329,,2.562,,,,,,
430000,湖南省,2015,3.4134,,2.6047,,,,,,
430000,湖南省,2014,3.3272,3.311,2.5106,0.3523,0.2137,0.2344,0.0078,0.0084,0.2699
430000,湖南省,2013,3.3342,3.3201,2.4827,0.3576,0.2396,0.2402,0.0062,0.0079,0.297
430000,湖南省,2012,3.841,3.7777,2.7293,0.4433,0.3009,0.3042,0.0499,0.0134,0.3467
430000,湖南省,2011,4.007,3.9556,2.7977,0.4891,0.3426,0.3262,0.0325,0.0189,0.3437
430000,湖南省,2010,4.1822,4.0655,2.8004,0.5268,0.3159,0.4224,0.0728,0.0439,0.3702
430000,湖南省,2009,4.4459,4.3552,2.9514,0.5822,0.3307,0.4909,0.0534,0.0373,0.4142
430000,湖南省,2008,4.5475,4.4389,3.004,0.582,0.3505,0.5024,0.0745,0.0341,0.4415
430000,湖南省,2007,,,,,,,,,
430000,湖南省,2006,,,,,,,,,
430000,湖南省,2005,,,,,,,,,
430000,湖南省,2004,,,,,,,,,
430000,湖南省,2003,,,,,,,,,
430000,湖南省,2002,,,,,,,,,
430000,湖南省,2001,,,,,,,,,
430000,湖南省,2000,,,,,,,,,
440000,广东省,2019,5.6252,,4.4034,,,,,,
440000,广东省,2018,5.675,,4.4105,,,,,,
440000,广东省,2017,5.8112,,4.5197,,,,,,
440000,广东省,2016,5.7472,,4.4776,,,,,,
440000,广东省,2015,5.776,,4.4972,,,,,,
440000,广东省,2014,5.8051,5.7577,4.5216,0.5009,0.3361,0.3991,0.0051,0.0423,0.4938
440000,广东省,2013,5.8927,5.8322,4.5443,0.5302,0.3454,0.4123,0.0069,0.0536,0.5026
440000,广东省,2012,6.0847,6.031,4.6193,0.5718,0.3677,0.4722,0.0177,0.036,0.673
440000,广东省,2011,6.0632,6.0038,4.5993,0.5631,0.3668,0.4746,0.0208,0.0386,0.6879
440000,广东省,2010,5.8754,5.8231,4.3533,0.6011,0.4101,0.4586,0.0247,0.0276,0.6138
440000,广东省,2009,5.6156,5.5763,4.1178,0.5927,0.3943,0.4715,0.0171,0.0222,0.5493
440000,广东省,2008,5.3571,5.3136,3.8193,0.6014,0.41,0.4829,0.0178,0.0257,0.4015
440000,广东省,2007,,,,,,,,,
440000,广东省,2006,,,,,,,,,
440000,广东省,2005,,,,,,,,,
440000,广东省,2004,,,,,,,,,
440000,广东省,2003,,,,,,,,,
440000,广东省,2002,,,,,,,,,
440000,广东省,2001,,,,,,,,,
440000,广东省,2000,,,,,,,,,
450000,广西壮族自治区,2019,2.7023,,2.043,,,,,,
450000,广西壮族自治区,2018,2.7407,,2.0311,,,,,,
450000,广西壮族自治区,2017,2.8095,,2.0942,,,,,,
450000,广西壮族自治区,2016,2.7944,,2.0733,,,,,,
450000,广西壮族自治区,2015,2.7639,,2.03,,,,,,
450000,广西壮族自治区,2014,2.8173,2.7201,2.0417,0.2662,0.1849,0.2273,0.0145,0.0827,0.406
450000,广西壮族自治区,2013,2.8219,2.7427,2.0459,0.2626,0.1796,0.2546,0.0172,0.062,0.4012
450000,广西壮族自治区,2012,3.0431,2.8753,2.0755,0.2877,0.2117,0.3004,0.0367,0.1311,0.4141
450000,广西壮族自治区,2011,3.0433,2.892,2.061,0.2884,0.2146,0.328,0.0388,0.1125,0.4237
450000,广西壮族自治区,2010,3.1234,2.9582,2.0469,0.3115,0.2307,0.3691,0.0259,0.1393,0.4351
450000,广西壮族自治区,2009,3.2596,3.0642,2.0798,0.3348,0.2498,0.3998,0.0687,0.1267,0.4258
450000,广西壮族自治区,2008,3.3635,3.1732,2.1061,0.3773,0.2654,0.4244,0.0755,0.1148,0.4139
450000,广西壮族自治区,2007,,,,,,,,,
450000,广西壮族自治区,2006,,,,,,,,,
450000,广西壮族自治区,2005,,,,,,,,,
450000,广西壮族自治区,2004,,,,,,,,,
450000,广西壮族自治区,2003,,,,,,,,,
450000,广西壮族自治区,2002,,,,,,,,,
450000,广西壮族自治区,2001,,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,,
460000,海南省,2019,0.6034,,0.4286,,,,,,
460000,海南省,2018,0.6293,,0.4518,,,,,,
460000,海南省,2017,0.6378,,0.4421,,,,,,
460000,海南省,2016,0.6298,,0.4448,,,,,,
460000,海南省,2015,0.6821,,0.4576,,,,,,
460000,海南省,2014,0.7123,0.6923,0.4819,0.0818,0.0527,0.0759,0.0135,0.0065,0.0711
460000,海南省,2013,0.7162,0.6882,0.4709,0.0836,0.053,0.0807,0.0184,0.0096,0.0518
460000,海南省,2012,0.6755,0.6676,0.4579,0.0788,0.0519,0.079,0.0004,0.0075,0.0612
460000,海南省,2011,0.6484,0.64,0.4289,0.0783,0.0493,0.0835,0.0009,0.0075,0.0666
460000,海南省,2010,0.5846,0.5635,0.3824,0.0702,0.0329,0.078,0.0013,0.0198,0.0603
460000,海南省,2009,0.5712,0.5581,0.3627,0.0776,0.0376,0.0802,0.0028,0.0103,0.059
460000,海南省,2008,0.5073,0.4913,0.3231,0.0645,0.0329,0.0708,0.0062,0.0098,0.0556
460000,海南省,2007,,,,,,,,,
460000,海南省,2006,,,,,,,,,
460000,海南省,2005,,,,,,,,,
460000,海南省,2004,,,,,,,,,
460000,海南省,2003,,,,,,,,,
460000,海南省,2002,,,,,,,,,
460000,海南省,2001,,,,,,,,,
460000,海南省,2000,,,,,,,,,
500000,重庆市,2019,1.819,,1.5114,,,,,,
500000,重庆市,2018,1.7979,,1.482,,,,,,
500000,重庆市,2017,1.8156,,1.4932,,,,,,
500000,重庆市,2016,1.8074,,1.4808,,,,,,
500000,重庆市,2015,1.8669,,1.512,,,,,,
500000,重庆市,2014,1.9022,1.8892,1.5239,0.1548,0.0988,0.1117,0.0126,0.0004,0.2985
500000,重庆市,2013,1.8594,1.843,1.485,0.1492,0.0939,0.1149,0.0152,0.0012,0.2986
500000,重庆市,2012,1.7964,1.7902,1.4241,0.1494,0.1054,0.1113,0.0036,0.0026,0.2979
500000,重庆市,2011,1.8307,1.8226,1.3911,0.1738,0.1196,0.1381,0.0062,0.0019,0.2799
500000,重庆市,2010,1.9171,1.9042,1.3875,0.2125,0.1288,0.1754,0.008,0.0049,0.3628
500000,重庆市,2009,1.8075,1.7889,1.2953,0.1881,0.1281,0.1774,0.0099,0.0087,0.3446
500000,重庆市,2008,1.9845,1.9638,1.3979,0.227,0.1444,0.1945,0.0158,0.0049,0.3573
500000,重庆市,2007,,,,,,,,,
500000,重庆市,2006,,,,,,,,,
500000,重庆市,2005,,,,,,,,,
500000,重庆市,2004,,,,,,,,,
500000,重庆市,2003,,,,,,,,,
500000,重庆市,2002,,,,,,,,,
500000,重庆市,2001,,,,,,,,,
500000,重庆市,2000,,,,,,,,,
510000,四川省,2019,4.7098,,3.7463,,,,,,
510000,四川省,2018,4.8342,,3.7892,,,,,,
510000,四川省,2017,4.8804,,3.834,,,,,,
510000,四川省,2016,4.8896,,3.8759,,,,,,
510000,四川省,2015,5.0539,,3.9577,,,,,,
510000,四川省,2014,5.24,5.1763,4.0653,0.4364,0.2641,0.4105,0.0171,0.0466,0.4384
510000,四川省,2013,5.269,5.2166,4.0292,0.4525,0.2649,0.47,0.0292,0.0232,0.4576
510000,四川省,2012,5.362,5.3111,4.0076,0.4753,0.3229,0.5053,0.0297,0.0212,0.4689
510000,四川省,2011,5.4691,5.4067,3.9933,0.5158,0.3631,0.5345,0.0301,0.0323,0.5112
510000,四川省,2010,5.0376,4.9755,3.6215,0.4729,0.3252,0.5559,0.0236,0.0385,0.5258
510000,四川省,2009,5.1172,5.0523,3.6264,0.4803,0.3521,0.5935,0.0274,0.0375,0.4974
510000,四川省,2008,5.0731,5.0161,3.5347,0.5131,0.3624,0.6059,0.0178,0.0392,0.386
510000,四川省,2007,,,,,,,,,
510000,四川省,2006,,,,,,,,,
510000,四川省,2005,,,,,,,,,
510000,四川省,2004,,,,,,,,,
510000,四川省,2003,,,,,,,,,
510000,四川省,2002,,,,,,,,,
510000,四川省,2001,,,,,,,,,
510000,四川省,2000,,,,,,,,,
520000,贵州省,2019,2.0976,,1.747,,,,,,
520000,贵州省,2018,2.1003,,1.7386,,,,,,
520000,贵州省,2017,2.1839,,1.8181,,,,,,
520000,贵州省,2016,2.176,,1.7717,,,,,,
520000,贵州省,2015,2.1753,,1.7787,,,,,,
520000,贵州省,2014,2.0257,1.9999,1.6342,0.1716,0.0655,0.1286,0.0134,0.0124,0.6414
520000,贵州省,2013,1.8188,1.781,1.4326,0.172,0.0669,0.1095,0.0256,0.0122,0.5133
520000,贵州省,2012,1.6473,1.6147,1.2585,0.1816,0.061,0.1136,0.0211,0.0115,0.4265
520000,贵州省,2011,1.568,1.5425,1.1635,0.1953,0.0661,0.1176,0.0188,0.0067,0.3671
520000,贵州省,2010,1.5789,1.5452,1.1291,0.2139,0.0747,0.1275,0.0233,0.0104,0.3682
520000,贵州省,2009,1.5412,1.526,1.0889,0.2204,0.0842,0.1325,0.0064,0.0088,0.3203
520000,贵州省,2008,1.4693,1.4526,1.0237,0.2204,0.0808,0.1277,0.0031,0.0136,0.2719
520000,贵州省,2007,,,,,,,,,
520000,贵州省,2006,,,,,,,,,
520000,贵州省,2005,,,,,,,,,
520000,贵州省,2004,,,,,,,,,
520000,贵州省,2003,,,,,,,,,
520000,贵州省,2002,,,,,,,,,
520000,贵州省,2001,,,,,,,,,
520000,贵州省,2000,,,,,,,,,
530000,云南省,2019,2.3948,,2.0128,,,,,,
530000,云南省,2018,2.4941,,2.0898,,,,,,
530000,云南省,2017,2.6342,,2.168,,,,,,
530000,云南省,2016,2.6677,,2.1453,,,,,,
530000,云南省,2015,2.6808,,2.1338,,,,,,
530000,云南省,2014,2.7303,2.7046,2.1312,0.1648,0.1408,0.2678,0.0067,0.019,0.5638
530000,云南省,2013,2.7023,2.6959,2.1147,0.1706,0.1521,0.2585,0.0022,0.0042,0.4994
530000,云南省,2012,2.7842,2.7705,2.1174,0.1976,0.1661,0.2894,0.0081,0.0056,0.5563
530000,云南省,2011,2.7879,2.7625,2.0989,0.1978,0.1526,0.3132,0.012,0.0134,0.5254
530000,云南省,2010,2.7623,2.7539,2.012,0.2383,0.156,0.3476,0.0041,0.0043,0.4774
530000,云南省,2009,2.7062,2.6878,1.9441,0.2436,0.1654,0.3347,0.0036,0.0148,0.4163
530000,云南省,2008,2.6171,2.5936,1.8543,0.2537,0.164,0.3216,0.004,0.0195,0.3716
530000,云南省,2007,,,,,,,,,
530000,云南省,2006,,,,,,,,,
530000,云南省,2005,,,,,,,,,
530000,云南省,2004,,,,,,,,,
530000,云南省,2003,,,,,,,,,
530000,云南省,2002,,,,,,,,,
530000,云南省,2001,,,,,,,,,
530000,云南省,2000,,,,,,,,,
540000,西藏自治区,2019,0.1905,,0.1784,,,,,,
540000,西藏自治区,2018,0.1869,,0.1754,,,,,,
540000,西藏自治区,2017,0.1631,,0.152,,,,,,
540000,西藏自治区,2016,0.1403,,0.1295,,,,,,
540000,西藏自治区,2015,0.1253,,0.1142,,,,,,
540000,西藏自治区,2014,0.1125,0.1125,0.0993,0.0059,0.0008,0.0065,,,0.0169
540000,西藏自治区,2013,0.0763,0.0763,0.0652,0.0043,0.0019,0.0049,,,0.0037
540000,西藏自治区,2012,0.0746,0.0746,0.0632,0.005,0.001,0.0054,,,0.0118
540000,西藏自治区,2011,0.074,0.074,0.0595,0.005,0.0051,0.0044,0.0,0.0,0.0119
540000,西藏自治区,2010,0.0731,0.0731,0.0591,0.0045,0.003,0.0065,,,0.0109
540000,西藏自治区,2009,0.0797,0.0797,0.0601,0.0089,0.002,0.0087,,,0.0108
540000,西藏自治区,2008,0.0745,0.0745,0.0541,0.0096,0.0018,0.009,,,0.01
540000,西藏自治区,2007,,,,,,,,,
540000,西藏自治区,2006,,,,,,,,,
540000,西藏自治区,2005,,,,,,,,,
540000,西藏自治区,2004,,,,,,,,,
540000,西藏自治区,2003,,,,,,,,,
540000,西藏自治区,2002,,,,,,,,,
540000,西藏自治区,2001,,,,,,,,,
540000,西藏自治区,2000,,,,,,,,,
610000,陕西省,2019,1.89,,1.4347,,,,,,
610000,陕西省,2018,1.859,,1.4047,,,,,,
610000,陕西省,2017,1.8671,,1.3962,,,,,,
610000,陕西省,2016,2.1218,,1.5471,,,,,,
610000,陕西省,2015,2.2,,1.5906,,,,,,
610000,陕西省,2014,2.4998,2.4806,1.7622,0.3557,0.1865,0.1762,0.0147,0.0045,0.288
610000,陕西省,2013,2.6374,2.6181,1.8368,0.3608,0.2121,0.2084,0.0149,0.0044,0.2901
610000,陕西省,2012,2.8143,2.7914,1.9515,0.3945,0.233,0.2124,0.0112,0.0117,0.3587
610000,陕西省,2011,3.0029,2.9714,2.0582,0.4217,0.2604,0.2311,0.0182,0.0133,0.3569
610000,陕西省,2010,3.1571,3.0947,2.0892,0.4691,0.2475,0.2889,0.0408,0.0216,0.4308
610000,陕西省,2009,3.1115,3.0636,2.0843,0.4501,0.2408,0.2884,0.0287,0.0192,0.3991
610000,陕西省,2008,3.0624,3.0019,2.0107,0.4716,0.2391,0.2805,0.0358,0.0247,0.4906
610000,陕西省,2007,,,,,,,,,
610000,陕西省,2006,,,,,,,,,
610000,陕西省,2005,,,,,,,,,
610000,陕西省,2004,,,,,,,,,
610000,陕西省,2003,,,,,,,,,
610000,陕西省,2002,,,,,,,,,
610000,陕西省,2001,,,,,,,,,
610000,陕西省,2000,,,,,,,,,
620000,甘肃省,2019,1.6153,,1.368,,,,,,
620000,甘肃省,2018,1.6877,,1.4211,,,,,,
620000,甘肃省,2017,1.6659,,1.3787,,,,,,
620000,甘肃省,2016,1.8608,,1.5367,,,,,,
620000,甘肃省,2015,1.9157,,1.5578,,,,,,
620000,甘肃省,2014,2.0156,2.0013,1.5788,0.1529,0.1201,0.1495,0.0054,0.0089,0.1
620000,甘肃省,2013,2.0825,2.0735,1.6008,0.1794,0.1304,0.1629,0.0056,0.0034,0.1322
620000,甘肃省,2012,2.0856,2.0696,1.5805,0.1822,0.1334,0.1735,0.0069,0.0091,0.1319
620000,甘肃省,2011,2.1334,2.1068,1.5886,0.1913,0.1424,0.1845,0.0078,0.0188,0.1476
620000,甘肃省,2010,2.0225,2.0001,1.4862,0.193,0.1238,0.1971,0.014,0.0084,0.1358
620000,甘肃省,2009,1.9731,1.9524,1.4379,0.187,0.1243,0.2032,0.0121,0.0086,0.1462
620000,甘肃省,2008,1.9534,1.9267,1.3885,0.1915,0.1258,0.2209,0.0143,0.0124,0.1753
620000,甘肃省,2007,,,,,,,,,
620000,甘肃省,2006,,,,,,,,,
620000,甘肃省,2005,,,,,,,,,
620000,甘肃省,2004,,,,,,,,,
620000,甘肃省,2003,,,,,,,,,
620000,甘肃省,2002,,,,,,,,,
620000,甘肃省,2001,,,,,,,,,
620000,甘肃省,2000,,,,,,,,,
630000,青海省,2019,0.292,,0.2362,,,,,,
630000,青海省,2018,0.294,,0.2357,,,,,,
630000,青海省,2017,0.3041,,0.2433,,,,,,
630000,青海省,2016,0.3058,,0.2457,,,,,,
630000,青海省,2015,0.2931,,0.241,,,,,,
630000,青海省,2014,0.3022,0.2972,0.245,0.0199,0.0103,0.022,0.0043,0.0007,0.1391
630000,青海省,2013,0.3234,0.3167,0.2567,0.0237,0.0102,0.0261,0.0046,0.0021,0.1131
630000,青海省,2012,0.3188,0.3126,0.2454,0.0243,0.0132,0.0297,0.0044,0.0018,0.0735
630000,青海省,2011,0.3222,0.3174,0.2549,0.0225,0.0174,0.0226,0.004,0.0008,0.0526
630000,青海省,2010,0.3157,0.3061,0.2444,0.0255,0.0122,0.024,0.0081,0.0015,0.0444
630000,青海省,2009,0.314,0.3054,0.248,0.0223,0.0098,0.0253,0.0072,0.0014,0.0462
630000,青海省,2008,0.31,0.3006,0.2379,0.0234,0.0104,0.0289,0.0073,0.0021,0.0313
630000,青海省,2007,,,,,,,,,
630000,青海省,2006,,,,,,,,,
630000,青海省,2005,,,,,,,,,
630000,青海省,2004,,,,,,,,,
630000,青海省,2003,,,,,,,,,
630000,青海省,2002,,,,,,,,,
630000,青海省,2001,,,,,,,,,
630000,青海省,2000,,,,,,,,,
640000,宁夏回族自治区,2019,0.3702,,0.3063,,,,,,
640000,宁夏回族自治区,2018,0.3605,,0.29,,,,,,
640000,宁夏回族自治区,2017,0.3482,,0.2752,,,,,,
640000,宁夏回族自治区,2016,0.3475,,0.2693,,,,,,
640000,宁夏回族自治区,2015,0.3314,,0.2538,,,,,,
640000,宁夏回族自治区,2014,0.3203,0.3196,0.2477,0.0248,0.021,0.0261,0.0003,0.0004,0.0656
640000,宁夏回族自治区,2013,0.3474,0.3462,0.2611,0.0299,0.0238,0.0314,0.0006,0.0006,0.0741
640000,宁夏回族自治区,2012,0.3468,0.3449,0.2552,0.0312,0.0249,0.0336,0.0004,0.0015,0.0579
640000,宁夏回族自治区,2011,0.3419,0.3371,0.2474,0.0294,0.0236,0.0367,0.0033,0.0015,0.0496
640000,宁夏回族自治区,2010,0.3388,0.3335,0.2444,0.0331,0.0215,0.0345,0.0039,0.0014,0.0489
640000,宁夏回族自治区,2009,0.3326,0.3291,0.2348,0.0371,0.0235,0.0337,0.0035,,0.0415
640000,宁夏回族自治区,2008,0.3204,0.3173,0.2215,0.0354,0.021,0.0394,0.0031,,0.0458
640000,宁夏回族自治区,2007,,,,,,,,,
640000,宁夏回族自治区,2006,,,,,,,,,
640000,宁夏回族自治区,2005,,,,,,,,,
640000,宁夏回族自治区,2004,,,,,,,,,
640000,宁夏回族自治区,2003,,,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,,
650000,新疆维吾尔自治区,2019,1.525,,1.2084,,,,,,
650000,新疆维吾尔自治区,2018,1.3658,,1.069,,,,,,
650000,新疆维吾尔自治区,2017,1.2773,,0.9833,,,,,,
650000,新疆维吾尔自治区,2016,1.2615,,0.9678,,,,,,
650000,新疆维吾尔自治区,2015,1.3189,,0.9904,,,,,,
650000,新疆维吾尔自治区,2014,1.3483,1.3448,0.9862,0.1346,0.0773,0.1467,,0.0035,0.3362
650000,新疆维吾尔自治区,2013,1.4095,1.4042,1.0031,0.1486,0.0883,0.1642,0.0001,0.0052,0.3491
650000,新疆维吾尔自治区,2012,1.4739,1.4687,1.0352,0.1582,0.0933,0.182,0.0021,0.0031,0.4075
650000,新疆维吾尔自治区,2011,1.4936,1.485,1.0382,0.1565,0.0923,0.198,0.0023,0.0063,0.3682
650000,新疆维吾尔自治区,2010,1.4988,1.4881,1.0084,0.1665,0.1001,0.2131,0.004,0.0067,0.3451
650000,新疆维吾尔自治区,2009,1.5334,1.5246,1.0504,0.1675,0.0911,0.2156,0.0061,0.0027,0.3761
650000,新疆维吾尔自治区,2008,1.4741,1.4573,0.9933,0.1627,0.0974,0.2039,0.0085,0.0083,0.3928
650000,新疆维吾尔自治区,2007,,,,,,,,,
650000,新疆维吾尔自治区,2006,,,,,,,,,
650000,新疆维吾尔自治区,2005,,,,,,,,,
650000,新疆维吾尔自治区,2004,,,,,,,,,
650000,新疆维吾尔自治区,2003,,,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,,
