省份编码,省份,年份,普通高等学校教职工总数(万人),普通高等学校校本部教职工数(万人),普通高等学校专任教师数(万人),普通高等学校正高级专任教师数(万人),普通高等学校副高级专任教师数(万人),普通高等学校中级专任教师数(万人),普通高等学校初级专任教师数(万人),普通高等学校无职称专任教师数(万人),普通高等学校校本部行政人员数(万人),普通高等学校校本部教辅人员数(万人),普通高等学校校本部工勤人员数(万人)
330000,浙江省,2015,8.8744,8.4636,5.9472,0.8463,1.831,2.56,0.3601,0.3498,1.4173,0.7927,0.3064
330000,浙江省,2014,8.7375,8.3035,5.8076,0.7999,1.7895,2.4983,0.3601,0.3598,1.3632,0.8036,0.3291
330000,浙江省,2013,8.5381,8.102,5.6,0.7579,1.7233,2.4547,0.3559,0.3082,1.3712,0.7878,0.343
330000,浙江省,2012,8.3843,7.8717,5.4154,0.7196,1.6437,2.4111,0.3908,0.2502,1.3199,0.7561,0.3803
330000,浙江省,2011,8.1384,7.6394,5.2296,0.6783,1.5631,2.3028,0.4638,0.2216,1.2776,0.743,0.3892
330000,浙江省,2010,7.9785,7.429,5.0969,0.6219,1.4831,2.2124,0.5586,0.2209,1.2128,0.7231,0.3962
330000,浙江省,2009,7.7852,7.2126,4.9516,0.5695,1.4385,2.0488,0.6608,0.234,1.1554,0.7014,0.4042
330000,浙江省,2008,7.5986,7.0163,4.7795,0.5238,1.3566,1.8548,0.7754,0.2689,1.135,0.6814,0.4204
330000,浙江省,2007,7.3704,,4.5622,0.4802,1.294,1.6441,0.8741,0.2698,,,
330000,浙江省,2006,6.973,,4.2143,0.414,1.1778,1.447,0.9076,0.2679,,,
330000,浙江省,2005,6.4491,,3.8402,,,,,,,,
330000,浙江省,2004,6.0833,,3.5766,,,,,,,,
330000,浙江省,2003,5.3612,,2.9508,,,,,,,,
330000,浙江省,2002,4.8481,,2.5993,,,,,,,,
330000,浙江省,2001,4.4347,,2.2168,,,,,,,,
330000,浙江省,2000,3.5083,,1.6057,,,,,,,,
340000,安徽省,2019,8.3403,8.1172,6.2374,0.614,1.7362,2.4875,0.9956,0.4041,0.9398,0.5798,0.3602
340000,安徽省,2018,8.2096,8.0067,6.1089,0.5786,1.7014,2.4764,1.0139,0.3386,0.9394,0.5884,0.37
340000,安徽省,2017,8.1266,7.9039,6.0429,0.5355,1.655,2.3915,1.108,0.3529,0.8814,0.5894,0.3902
340000,安徽省,2016,8.0416,7.8182,5.9479,0.5117,1.6144,2.3257,1.1483,0.3478,0.8744,0.5878,0.4081
340000,安徽省,2015,7.9397,7.6971,5.8113,0.4862,1.5736,2.2217,1.189,0.3408,0.842,0.5932,0.4506
340000,安徽省,2014,8.0254,7.555,5.6525,0.4525,1.5147,2.181,1.1974,0.3069,0.8481,0.5978,0.4566
340000,安徽省,2013,7.6178,7.3573,5.4903,0.443,1.465,2.0916,1.1771,0.3136,0.8105,0.5947,0.4618
340000,安徽省,2012,7.5411,7.2766,5.3108,0.4258,1.4017,2.019,1.1594,0.3049,0.817,0.6526,0.4962
340000,安徽省,2011,7.3176,7.0487,5.1185,0.3811,1.3292,1.9681,1.1347,0.3054,0.7941,0.6294,0.5067
340000,安徽省,2010,7.1264,6.8524,4.9298,0.3562,1.2708,1.8912,1.1142,0.2974,0.7785,0.6211,0.523
340000,安徽省,2009,6.8293,6.5521,4.6374,0.3329,1.1889,1.7554,1.0547,0.3055,0.7792,0.6022,0.5333
340000,安徽省,2008,6.554,6.2502,4.3624,0.3038,1.1021,1.6143,1.0436,0.2986,0.754,0.606,0.5278
340000,安徽省,2007,6.2277,,4.0743,0.2898,1.0432,1.4515,0.9824,0.3074,,,
340000,安徽省,2006,5.7588,,3.6797,0.2697,0.979,1.22,0.9575,0.2535,,,
340000,安徽省,2005,5.2947,,3.2438,,,,,,,,
340000,安徽省,2004,5.0116,,2.9538,,,,,,,,
340000,安徽省,2003,4.4395,,2.4744,,,,,,,,
340000,安徽省,2002,3.925,,2.11,,,,,,,,
340000,安徽省,2001,3.5859,,1.7914,,,,,,,,
340000,安徽省,2000,3.186,,1.5065,,,,,,,,
350000,福建省,2019,7.392,7.0413,4.9116,0.6324,1.5618,1.9645,0.5297,0.2232,1.2398,0.6767,0.2132
350000,福建省,2018,7.0707,6.7433,4.6555,0.5886,1.4314,1.9023,0.5528,0.1804,1.198,0.6618,0.228
350000,福建省,2017,6.8302,6.5939,4.5398,0.5576,1.3494,1.8653,0.6003,0.1672,1.1496,0.6552,0.2493
350000,福建省,2016,6.7488,6.4873,4.4751,0.4972,1.3014,1.8543,0.6477,0.1745,1.1147,0.6378,0.2597
350000,福建省,2015,6.7155,6.4647,4.4791,0.5068,1.2511,1.8443,0.7025,0.1744,1.075,0.6183,0.2923
350000,福建省,2014,6.5775,6.3135,4.3902,0.4938,1.2287,1.7633,0.7162,0.1882,1.017,0.6002,0.3061
350000,福建省,2013,6.4744,6.1847,4.2905,0.4766,1.1816,1.6553,0.7373,0.2397,0.9719,0.5909,0.3314
350000,福建省,2012,6.2513,5.9523,4.1119,0.4546,1.1329,1.5742,0.7226,0.2276,0.9211,0.5787,0.3406
350000,福建省,2011,6.1042,5.8175,3.9747,0.4186,1.0608,1.4799,0.8161,0.1993,0.8969,0.5834,0.3625
350000,福建省,2010,5.866,5.5668,3.7733,0.3571,0.9683,1.3573,0.8809,0.2097,0.8748,0.5499,0.3688
350000,福建省,2009,5.6334,5.3536,3.5841,0.348,0.9179,1.1979,0.9053,0.215,0.8494,0.5436,0.3765
350000,福建省,2008,5.3521,5.0993,3.3637,0.3135,0.8514,1.073,0.9211,0.2047,0.8243,0.5193,0.392
350000,福建省,2007,5.0622,,3.1385,0.2947,0.7921,0.9515,0.8995,0.2007,,,
350000,福建省,2006,4.6238,,2.8202,0.2616,0.7256,0.8325,0.8015,0.199,,,
350000,福建省,2005,4.1874,,2.4351,,,,,,,,
350000,福建省,2004,3.6666,,2.0417,,,,,,,,
350000,福建省,2003,3.0699,,1.6171,,,,,,,,
350000,福建省,2002,2.4636,,1.25,,,,,,,,
350000,福建省,2001,2.3262,,1.0716,,,,,,,,
350000,福建省,2000,2.1826,,0.9779,,,,,,,,
360000,江西省,2019,8.4928,8.2281,6.0224,0.5614,1.5398,2.4191,0.8396,0.6625,0.8226,1.0705,0.3126
360000,江西省,2018,8.1501,7.9133,5.744,0.5448,1.4776,2.3384,0.8138,0.5694,0.8085,1.0299,0.3309
360000,江西省,2017,8.0113,7.7743,5.6519,0.5348,1.4596,2.2474,0.7996,0.6105,0.7819,0.9878,0.3527
360000,江西省,2016,7.6969,7.477,5.555,0.514,1.3986,2.2496,0.8601,0.5327,0.7346,0.8179,0.3695
360000,江西省,2015,7.8938,7.6234,5.7271,0.5799,1.5098,2.3546,0.8828,0.4,0.9163,0.6022,0.3778
360000,江西省,2014,7.6014,7.2785,5.4429,0.5465,1.4633,2.2734,0.8903,0.2694,0.8697,0.5723,0.3936
360000,江西省,2013,7.4396,7.092,5.2434,0.5275,1.4146,2.1228,0.9131,0.2654,0.8739,0.5693,0.4054
360000,江西省,2012,7.162,6.8293,5.0205,0.5033,1.3715,1.9828,0.9074,0.2555,0.8557,0.5404,0.4127
360000,江西省,2011,7.0472,6.8118,4.997,0.4862,1.3475,1.9008,1.0228,0.2397,0.8517,0.5409,0.4222
360000,江西省,2010,7.0753,6.7491,4.9028,0.4587,1.3124,1.7807,1.0932,0.2578,0.8437,0.5427,0.4599
360000,江西省,2009,7.2123,6.7232,4.8637,0.4209,1.2709,1.6878,1.1998,0.2843,0.8443,0.5368,0.4784
360000,江西省,2008,7.1226,6.5971,4.751,0.3824,1.1928,1.5509,1.2622,0.3627,0.8362,0.54,0.4699
360000,江西省,2007,6.883,,4.5153,0.3427,1.1567,1.3546,1.2856,0.3757,,,
360000,江西省,2006,6.5996,,4.2227,0.3057,1.0887,1.2504,1.1903,0.3876,,,
360000,江西省,2005,6.2082,,3.8587,,,,,,,,
360000,江西省,2004,5.152,,3.0419,,,,,,,,
360000,江西省,2003,3.9794,,2.056,,,,,,,,
360000,江西省,2002,3.3169,,1.5934,,,,,,,,
360000,江西省,2001,2.7609,,1.2176,,,,,,,,
360000,江西省,2000,2.5573,,1.038,,,,,,,,
370000,山东省,2019,16.4932,15.785,11.7609,1.2854,3.5167,4.8889,1.314,0.7559,2.0589,1.3657,0.5995
370000,山东省,2018,15.8526,15.2057,11.2717,1.1993,3.3588,4.7871,1.299,0.6275,1.9756,1.3195,0.6389
370000,山东省,2017,15.4311,14.9415,11.0807,1.1015,3.2219,4.7755,1.4162,0.5656,1.9293,1.2631,0.6684
370000,山东省,2016,15.0345,14.5698,10.7748,1.0678,3.051,4.6366,1.4566,0.5628,1.8374,1.2189,0.7387
370000,山东省,2015,14.7035,14.2147,10.4724,1.0559,2.9824,4.5361,1.3962,0.5018,1.7661,1.2089,0.7673
370000,山东省,2014,14.3939,13.9054,10.138,1.0379,2.8745,4.369,1.4634,0.3932,1.7661,1.1858,0.8155
370000,山东省,2013,14.224,13.693,9.8685,1.013,2.7418,4.2432,1.4992,0.3713,1.7617,1.1989,0.8639
370000,山东省,2012,14.237,13.6716,9.6058,0.9952,2.6465,4.0535,1.5958,0.3148,1.8755,1.2374,0.9529
370000,山东省,2011,14.2698,13.6659,9.4621,0.972,2.5981,3.8594,1.7033,0.3293,1.8862,1.2683,1.0493
370000,山东省,2010,13.91,13.2851,9.1413,0.9206,2.4924,3.6231,1.8172,0.288,1.8054,1.2714,1.067
370000,山东省,2009,13.6753,12.9911,8.9734,0.8686,2.4368,3.2836,2.0255,0.3589,1.7202,1.226,1.0715
370000,山东省,2008,13.4072,12.6889,8.7432,0.8497,2.3814,3.0,2.1246,0.3875,1.6496,1.1926,1.1035
370000,山东省,2007,12.8761,,8.1889,0.8085,2.2506,2.6073,2.0869,0.4356,,,
370000,山东省,2006,12.1167,,7.4676,0.727,2.0871,2.2621,1.9044,0.487,,,
370000,山东省,2005,10.992,,6.4636,,,,,,,,
370000,山东省,2004,9.3653,,5.3847,,,,,,,,
370000,山东省,2003,8.4393,,4.5457,,,,,,,,
370000,山东省,2002,7.2408,,3.7412,,,,,,,,
370000,山东省,2001,6.4362,,3.0902,,,,,,,,
370000,山东省,2000,5.491,,2.4764,,,,,,,,
410000,河南省,2019,16.205,15.6846,12.3977,0.9722,3.1355,5.0145,2.1995,1.076,1.548,0.9304,0.8085
410000,河南省,2018,15.369,14.8307,11.5353,0.9226,2.957,4.702,2.0216,0.9321,1.5163,0.9493,0.8298
410000,河南省,2017,14.5755,14.0493,10.8449,0.8826,2.808,4.4884,1.8914,0.7745,1.4381,0.9414,0.8249
410000,河南省,2016,13.8777,13.3366,10.2725,0.8694,2.6779,4.1913,1.7969,0.737,1.3337,0.8943,0.8361
410000,河南省,2015,13.3369,12.7861,9.801,0.8416,2.546,3.9862,1.7873,0.6399,1.3008,0.8617,0.8226
410000,河南省,2014,13.0031,12.4514,9.5134,0.802,2.5258,3.8071,1.7844,0.5941,1.2624,0.8405,0.8351
410000,河南省,2013,12.517,12.0038,9.0949,0.7752,2.412,3.6213,1.8085,0.4779,1.2213,0.8306,0.857
410000,河南省,2012,12.0156,11.5321,8.5982,0.7052,2.2309,3.4607,1.7537,0.4477,1.2206,0.8384,0.8749
410000,河南省,2011,11.7117,11.2257,8.2037,0.6478,2.13,3.254,1.762,0.4099,1.2173,0.8738,0.9309
410000,河南省,2010,11.0427,10.6073,7.7471,0.583,1.9737,3.0264,1.7556,0.4084,1.1495,0.8335,0.8772
410000,河南省,2009,10.3617,9.9191,7.1472,0.532,1.8253,2.6855,1.7044,0.4,1.1113,0.7985,0.8621
410000,河南省,2008,9.5932,9.1864,6.4889,0.4718,1.6767,2.2849,1.675,0.3805,1.0601,0.8098,0.8276
410000,河南省,2007,8.8217,,5.876,0.4012,1.5132,2.0283,1.5634,0.3699,,,
410000,河南省,2006,8.3359,,5.2928,0.3417,1.3442,1.7852,1.4434,0.3783,,,
410000,河南省,2005,7.5782,,4.6309,,,,,,,,
410000,河南省,2004,7.1988,,4.1821,,,,,,,,
410000,河南省,2003,5.9249,,3.3045,,,,,,,,
410000,河南省,2002,5.4539,,2.85,,,,,,,,
410000,河南省,2001,5.0548,,2.461,,,,,,,,
410000,河南省,2000,4.4378,,2.0239,,,,,,,,
420000,湖北省,2019,13.1228,12.6087,8.5276,1.1847,2.8892,3.0727,0.7977,0.5833,2.0076,1.2765,0.797
420000,湖北省,2018,12.9164,12.3986,8.3403,1.1538,2.815,3.065,0.7961,0.5104,1.9915,1.2584,0.8084
420000,湖北省,2017,13.1395,12.5821,8.3507,1.1237,2.7764,3.1009,0.8314,0.5183,2.0042,1.2943,0.9329
420000,湖北省,2016,13.1014,12.518,8.3517,1.0955,2.7072,3.1186,0.9379,0.4925,1.9463,1.2548,0.9652
420000,湖北省,2015,12.9118,12.3276,8.3444,1.0901,2.6572,3.0983,0.9981,0.5007,1.8777,1.2453,0.8602
420000,湖北省,2014,12.8878,12.2289,8.2821,1.0622,2.5927,3.1273,1.0544,0.4455,1.8744,1.2005,0.8719
420000,湖北省,2013,12.8185,12.1086,8.1784,1.0217,2.4959,3.1147,1.1242,0.4219,1.85,1.1842,0.896
420000,湖北省,2012,12.7921,12.0141,8.0665,0.9998,2.4373,3.0244,1.1883,0.4167,1.8263,1.1972,0.9241
420000,湖北省,2011,12.7363,11.8868,7.8952,0.9378,2.3013,2.9013,1.3475,0.4073,1.787,1.2152,0.9894
420000,湖北省,2010,12.3491,11.467,7.4685,0.8674,2.2047,2.6077,1.3656,0.4231,1.7228,1.2248,1.0509
420000,湖北省,2009,12.3693,11.3882,7.3159,0.8297,2.1608,2.4978,1.3817,0.4459,1.784,1.2046,1.0837
420000,湖北省,2008,12.0816,11.1522,7.0617,0.7707,2.0623,2.338,1.4402,0.4505,1.7809,1.2296,1.08
420000,湖北省,2007,11.9736,,6.8117,0.7501,2.0196,2.2013,1.3592,0.4815,,,
420000,湖北省,2006,11.4485,,6.5164,0.7371,1.9623,2.0585,1.2043,0.5542,,,
420000,湖北省,2005,10.7459,,5.9009,,,,,,,,
420000,湖北省,2004,10.5249,,5.5683,,,,,,,,
420000,湖北省,2003,9.4215,,4.6947,,,,,,,,
420000,湖北省,2002,8.3051,,3.9624,,,,,,,,
420000,湖北省,2001,7.661,,3.3505,,,,,,,,
420000,湖北省,2000,7.2265,,3.0363,,,,,,,,
430000,湖南省,2019,10.8434,10.4933,7.6527,0.8559,2.2233,3.0291,0.758,0.7864,1.4058,0.9476,0.4872
430000,湖南省,2018,10.4086,10.0907,7.2689,0.8063,2.1276,2.9053,0.6824,0.7473,1.3738,0.9446,0.5034
430000,湖南省,2017,10.2318,9.9032,7.0249,0.7736,2.0578,2.8015,0.7188,0.6732,1.3766,0.9654,0.5363
430000,湖南省,2016,10.0543,9.6847,6.8726,0.7499,2.001,2.8007,0.7364,0.5846,1.3268,0.9351,0.5502
430000,湖南省,2015,9.8746,9.4411,6.6615,0.7149,1.9269,2.7624,0.7679,0.4894,1.3099,0.9381,0.5316
430000,湖南省,2014,9.7652,9.2966,6.4919,0.7037,1.8828,2.7198,0.7316,0.454,1.3307,0.9142,0.5598
430000,湖南省,2013,9.6915,9.2065,6.3869,0.7064,1.8334,2.6642,0.7776,0.4053,1.3286,0.8908,0.6002
430000,湖南省,2012,9.6322,9.1134,6.2541,0.6543,1.8017,2.534,0.8555,0.4086,1.3294,0.907,0.6229
430000,湖南省,2011,9.5652,8.9744,6.1156,0.6508,1.7633,2.4519,0.9185,0.3311,1.3372,0.8933,0.6283
430000,湖南省,2010,9.4871,8.8556,5.9557,0.632,1.6943,2.3061,1.0233,0.3,1.3241,0.9619,0.6139
430000,湖南省,2009,9.4428,8.7595,5.8846,0.6038,1.6471,2.1851,1.1612,0.2874,1.2869,0.9606,0.6274
430000,湖南省,2008,9.3303,8.6053,5.7651,0.566,1.6237,2.0575,1.2001,0.3178,1.2644,0.9085,0.6673
430000,湖南省,2007,9.0417,,5.4751,0.5028,1.5439,1.8529,1.2014,0.3741,,,
430000,湖南省,2006,8.6031,,4.947,0.4425,1.4308,1.6584,1.0663,0.349,,,
430000,湖南省,2005,8.0766,,4.5272,,,,,,,,
430000,湖南省,2004,7.2227,,3.8345,,,,,,,,
430000,湖南省,2003,6.6084,,3.3229,,,,,,,,
430000,湖南省,2002,5.659,,2.6715,,,,,,,,
430000,湖南省,2001,5.3119,,2.3878,,,,,,,,
430000,湖南省,2000,4.6642,,2.0317,,,,,,,,
440000,广东省,2019,16.8225,16.0253,11.47,1.5537,3.1203,4.4907,0.7699,1.5354,2.4493,1.4521,0.6539
440000,广东省,2018,16.0099,15.3126,10.8222,1.4805,2.9423,4.3246,0.7935,1.2813,2.3429,1.4719,0.6756
440000,广东省,2017,15.454,14.8059,10.4381,1.3982,2.8373,4.2833,0.7532,1.1661,2.2441,1.4255,0.6982
440000,广东省,2016,14.936,14.2864,10.116,1.3004,2.671,4.1872,0.8111,1.1463,2.1202,1.3948,0.6554
440000,广东省,2015,14.5449,13.9888,9.8897,1.2267,2.5824,4.1124,0.8552,1.113,2.0556,1.3156,0.7279
440000,广东省,2014,14.0348,13.5226,9.5193,1.1473,2.4548,4.0153,0.9318,0.9701,1.9661,1.2718,0.7654
440000,广东省,2013,13.3719,12.8161,9.1099,1.0843,2.3603,3.7501,1.0383,0.8769,1.9079,1.2021,0.5962
440000,广东省,2012,13.0127,12.4085,8.7402,1.0315,2.2625,3.5168,1.1234,0.806,1.8683,1.2026,0.5974
440000,广东省,2011,12.5388,11.9351,8.2916,0.9798,2.161,3.3193,1.0386,0.7929,1.8281,1.1902,0.6252
440000,广东省,2010,12.1363,11.4018,7.8569,0.8787,2.0585,3.0802,1.0671,0.7724,1.788,1.1432,0.6137
440000,广东省,2009,11.5969,10.8598,7.3943,0.7815,1.9141,2.7385,1.1858,0.7744,1.7097,1.0963,0.6595
440000,广东省,2008,11.0034,10.2557,6.9223,0.7365,1.8333,2.3981,1.2811,0.6733,1.6464,1.0608,0.6262
440000,广东省,2007,10.7079,,6.7091,0.6941,1.836,2.2762,1.3533,0.5495,,,
440000,广东省,2006,10.0317,,6.1119,0.6062,1.7194,2.0574,1.2585,0.4704,,,
440000,广东省,2005,9.0771,,5.4257,,,,,,,,
440000,广东省,2004,7.982,,4.6951,,,,,,,,
440000,广东省,2003,7.0009,,3.9897,,,,,,,,
440000,广东省,2002,6.0305,,3.3,,,,,,,,
440000,广东省,2001,5.1057,,2.3467,,,,,,,,
440000,广东省,2000,4.6827,,2.0433,,,,,,,,
450000,广西壮族自治区,2019,7.6137,6.8675,4.8726,0.535,1.293,1.8559,0.3078,0.8809,1.0001,0.4932,0.5016
450000,广西壮族自治区,2018,6.9027,6.2618,4.5211,0.4905,1.2164,1.7899,0.3183,0.706,0.9021,0.4838,0.3548
450000,广西壮族自治区,2017,6.6934,5.9699,4.3246,0.4701,1.1582,1.7294,0.3411,0.6258,0.8426,0.465,0.3377
450000,广西壮族自治区,2016,6.369,5.6781,4.0421,0.4412,1.0733,1.6416,0.3421,0.5439,0.812,0.4648,0.3592
450000,广西壮族自治区,2015,6.0203,5.4589,3.8625,0.41,1.0401,1.5574,0.396,0.459,0.7868,0.4496,0.36
450000,广西壮族自治区,2014,5.7474,5.2356,3.768,0.3993,1.0262,1.4826,0.4204,0.4395,0.6872,0.4206,0.3598
450000,广西壮族自治区,2013,5.5283,5.0274,3.6425,0.3799,0.9745,1.4094,0.4829,0.3958,0.6564,0.4096,0.3189
450000,广西壮族自治区,2012,5.3344,4.8366,3.5027,0.3445,0.916,1.3456,0.5286,0.368,0.624,0.382,0.3279
450000,广西壮族自治区,2011,5.283,4.7063,3.3459,0.3069,0.863,1.2859,0.5469,0.3432,0.6273,0.3958,0.3373
450000,广西壮族自治区,2010,5.0701,4.5025,3.165,0.2736,0.8077,1.2303,0.5491,0.3043,0.6151,0.3772,0.3452
450000,广西壮族自治区,2009,4.8304,4.2879,2.9459,0.2365,0.7442,1.1115,0.5792,0.2745,0.5981,0.3828,0.3611
450000,广西壮族自治区,2008,4.6174,4.0834,2.7545,0.2082,0.7067,1.0058,0.551,0.2828,0.5953,0.3708,0.3628
450000,广西壮族自治区,2007,4.1872,,2.5088,0.1743,0.6462,0.8999,0.5423,0.2461,,,
450000,广西壮族自治区,2006,3.9235,,2.245,0.157,0.5899,0.7923,0.4852,0.2206,,,
450000,广西壮族自治区,2005,3.5409,,1.961,,,,,,,,
450000,广西壮族自治区,2004,2.9732,,1.7583,,,,,,,,
450000,广西壮族自治区,2003,2.4746,,1.4106,,,,,,,,
450000,广西壮族自治区,2002,2.1964,,1.2115,,,,,,,,
450000,广西壮族自治区,2001,1.9874,,1.0131,,,,,,,,
450000,广西壮族自治区,2000,1.9304,,0.9326,,,,,,,,
460000,海南省,2019,1.6715,1.6616,1.1076,0.1635,0.3051,0.392,0.1087,0.1383,0.2718,0.1618,0.1204
460000,海南省,2018,1.5313,1.5156,1.0082,0.1318,0.2907,0.3712,0.1035,0.111,0.2278,0.1511,0.1285
460000,海南省,2017,1.4753,1.4585,0.9602,0.1246,0.2755,0.3691,0.1074,0.0836,0.2216,0.1505,0.1262
460000,海南省,2016,1.4651,1.4462,0.9306,0.1085,0.2551,0.3764,0.1117,0.0789,0.2241,0.1466,0.1449
460000,海南省,2015,1.4137,1.3964,0.9028,0.098,0.2343,0.3674,0.1265,0.0766,0.2147,0.1403,0.1386
460000,海南省,2014,1.3973,1.3832,0.8894,0.0949,0.2196,0.366,0.1242,0.0847,0.2221,0.1288,0.1429
460000,海南省,2013,1.3513,1.3288,0.8458,0.0921,0.2028,0.3196,0.1626,0.0687,0.221,0.1237,0.1383
460000,海南省,2012,1.3188,1.2942,0.829,0.0864,0.1943,0.3004,0.1653,0.0826,0.2025,0.1326,0.1301
460000,海南省,2011,1.2913,1.2581,0.8027,0.0782,0.1862,0.2649,0.1931,0.0803,0.1934,0.1387,0.1233
460000,海南省,2010,1.236,1.2013,0.7798,0.0729,0.168,0.2593,0.1934,0.0862,0.1697,0.1289,0.1229
