省份编码,省份,年份,普通高等学校教职工总数(万人),普通高等学校校本部教职工数(万人),普通高等学校专任教师数(万人),普通高等学校正高级专任教师数(万人),普通高等学校副高级专任教师数(万人),普通高等学校中级专任教师数(万人),普通高等学校初级专任教师数(万人),普通高等学校无职称专任教师数(万人),普通高等学校校本部行政人员数(万人),普通高等学校校本部教辅人员数(万人),普通高等学校校本部工勤人员数(万人)
460000,海南省,2009,1.1666,1.1292,0.7303,0.061,0.1539,0.2125,0.1971,0.1058,0.1619,0.1205,0.1165
460000,海南省,2008,1.0615,1.0268,0.6653,0.0551,0.1451,0.1902,0.189,0.0859,0.1487,0.1112,0.1016
460000,海南省,2007,0.9634,,0.5823,0.0469,0.1383,0.1568,0.1768,0.0635,,,
460000,海南省,2006,0.8532,,0.5227,0.0484,0.1333,0.1465,0.1489,0.0456,,,
460000,海南省,2005,0.7698,,0.462,,,,,,,,
460000,海南省,2004,0.6311,,0.3733,,,,,,,,
460000,海南省,2003,0.5157,,0.2699,,,,,,,,
460000,海南省,2002,0.4356,,0.2125,,,,,,,,
460000,海南省,2001,0.3885,,0.164,,,,,,,,
460000,海南省,2000,0.3848,,0.1571,,,,,,,,
500000,重庆市,2019,6.1954,6.0275,4.5537,0.5516,1.2891,1.8454,0.4842,0.3834,0.8388,0.3965,0.2385
500000,重庆市,2018,5.9521,5.795,4.2946,0.5137,1.2278,1.7584,0.4717,0.323,0.8223,0.4141,0.264
500000,重庆市,2017,5.8388,5.6668,4.1708,0.4924,1.1999,1.723,0.4519,0.3036,0.7998,0.4205,0.2757
500000,重庆市,2016,5.7453,5.5684,4.0583,0.4595,1.1684,1.6742,0.4685,0.2877,0.7909,0.4203,0.2989
500000,重庆市,2015,5.6283,5.4505,3.9891,0.445,1.1409,1.6296,0.502,0.2716,0.7613,0.4006,0.2995
500000,重庆市,2014,5.5406,5.3529,3.8944,0.4298,1.0752,1.5784,0.5331,0.2779,0.7444,0.3818,0.3323
500000,重庆市,2013,5.379,5.1868,3.713,0.4078,1.0225,1.5105,0.5039,0.2683,0.747,0.3828,0.344
500000,重庆市,2012,5.2932,5.0939,3.5744,0.3757,0.994,1.4706,0.5261,0.208,0.7554,0.4058,0.3583
500000,重庆市,2011,5.0119,4.7977,3.311,0.3506,0.9393,1.3517,0.4881,0.1813,0.7416,0.3911,0.354
500000,重庆市,2010,4.8356,4.5968,3.107,0.3217,0.8933,1.2466,0.4943,0.1511,0.7303,0.4067,0.3528
500000,重庆市,2009,4.7173,4.4406,2.9883,0.2884,0.8428,1.2001,0.5128,0.1442,0.689,0.3937,0.3696
500000,重庆市,2008,4.5596,4.2527,2.8398,0.2632,0.7892,1.1573,0.4915,0.1386,0.6585,0.3899,0.3645
500000,重庆市,2007,4.2707,,2.6089,0.2411,0.7277,1.0128,0.5123,0.115,,,
500000,重庆市,2006,4.0022,,2.3717,0.212,0.6663,0.8714,0.4794,0.1426,,,
500000,重庆市,2005,3.5787,,2.0184,,,,,,,,
500000,重庆市,2004,3.3407,,1.8214,,,,,,,,
500000,重庆市,2003,3.0678,,1.579,,,,,,,,
500000,重庆市,2002,2.8412,,1.3954,,,,,,,,
500000,重庆市,2001,2.7334,,1.2125,,,,,,,,
500000,重庆市,2000,2.497,,1.0449,,,,,,,,
510000,四川省,2019,12.8111,12.2648,8.9796,1.009,2.435,3.3911,1.521,0.6235,1.6816,0.9621,0.6415
510000,四川省,2018,12.5535,12.0431,8.6997,0.9666,2.3447,3.3201,1.4987,0.5696,1.6513,0.9714,0.7207
510000,四川省,2017,12.1894,11.6446,8.3949,0.9011,2.2568,3.2077,1.4684,0.5609,1.5428,0.9397,0.7672
510000,四川省,2016,12.3931,11.8289,8.5832,0.9128,2.2624,3.3418,1.5235,0.5427,1.5403,0.9514,0.754
510000,四川省,2015,12.2099,11.6088,8.443,0.8876,2.2004,3.297,1.506,0.552,1.4502,0.9029,0.8127
510000,四川省,2014,11.9257,11.3203,8.1404,0.8604,2.1394,3.1871,1.4304,0.5231,1.4368,0.8971,0.846
510000,四川省,2013,11.3553,10.7835,7.6795,0.8002,1.9794,3.0564,1.3788,0.4647,1.36,0.8756,0.8684
510000,四川省,2012,11.0033,10.4122,7.3137,0.7416,1.8837,2.9585,1.3183,0.4116,1.3224,0.8999,0.8762
510000,四川省,2011,10.3433,9.7214,6.7448,0.6711,1.7433,2.766,1.1949,0.3695,1.2414,0.8776,0.8576
510000,四川省,2010,10.0503,9.4096,6.4991,0.6311,1.6872,2.5663,1.3032,0.3113,1.197,0.887,0.8265
510000,四川省,2009,9.7568,9.0699,6.1772,0.5732,1.5989,2.3643,1.3635,0.2773,1.1927,0.8569,0.8431
510000,四川省,2008,9.5432,8.8409,5.9174,0.5559,1.5022,2.1976,1.353,0.3087,1.1963,0.8528,0.8744
510000,四川省,2007,9.2599,,5.5903,0.4942,1.4196,1.9857,1.3787,0.3121,,,
510000,四川省,2006,8.8782,,5.2211,0.4599,1.3511,1.785,1.3065,0.3186,,,
510000,四川省,2005,7.8764,,4.4854,,,,,,,,
510000,四川省,2004,7.1619,,3.9306,,,,,,,,
510000,四川省,2003,6.2457,,3.1372,,,,,,,,
510000,四川省,2002,5.6165,,2.6852,,,,,,,,
510000,四川省,2001,5.0991,,2.1984,,,,,,,,
510000,四川省,2000,4.6092,,1.8418,,,,,,,,
520000,贵州省,2019,5.1928,5.1272,3.7753,0.3752,1.1824,1.0947,0.5672,0.5558,0.7247,0.4216,0.2056
520000,贵州省,2018,5.005,4.9441,3.6243,0.3444,1.1193,1.0492,0.6097,0.5017,0.7509,0.3641,0.2048
520000,贵州省,2017,4.7896,4.7273,3.5072,0.3329,1.1079,1.0329,0.5881,0.4454,0.6839,0.3536,0.1826
520000,贵州省,2016,4.5028,4.4493,3.3087,0.3002,1.0568,1.0494,0.5179,0.3844,0.6162,0.3378,0.1866
520000,贵州省,2015,4.2097,4.1581,3.0515,0.293,0.95,0.9717,0.4533,0.3835,0.6105,0.3225,0.1736
520000,贵州省,2014,3.8899,3.8405,2.8144,0.267,0.8681,0.9183,0.4264,0.3346,0.5837,0.2638,0.1786
520000,贵州省,2013,3.5102,3.4663,2.5351,0.2499,0.8008,0.8867,0.3549,0.2428,0.5054,0.2609,0.1649
520000,贵州省,2012,3.2153,3.1796,2.2803,0.2148,0.704,0.8595,0.3266,0.1754,0.4565,0.2718,0.171
520000,贵州省,2011,3.1121,3.0682,2.1855,0.2022,0.6465,0.8731,0.3308,0.1329,0.4509,0.2612,0.1706
520000,贵州省,2010,2.9721,2.915,2.0351,0.1785,0.5835,0.8264,0.3255,0.1212,0.4403,0.2606,0.179
520000,贵州省,2009,2.9006,2.8277,1.9634,0.1601,0.5593,0.7621,0.3271,0.1548,0.4229,0.2506,0.1908
520000,贵州省,2008,2.7211,2.6463,1.8037,0.1424,0.5251,0.6971,0.3246,0.1145,0.4162,0.2432,0.1832
520000,贵州省,2007,2.629,,1.6964,0.1256,0.4656,0.6373,0.3608,0.1071,,,
520000,贵州省,2006,2.5492,,1.5398,0.1086,0.4121,0.5704,0.3315,0.1172,,,
520000,贵州省,2005,2.3664,,1.4353,,,,,,,,
520000,贵州省,2004,2.2597,,1.3792,,,,,,,,
520000,贵州省,2003,2.04,,1.1775,,,,,,,,
520000,贵州省,2002,2.0097,,1.1079,,,,,,,,
520000,贵州省,2001,1.7959,,0.9007,,,,,,,,
520000,贵州省,2000,1.4884,,0.724,,,,,,,,
530000,云南省,2019,5.6594,5.585,4.1506,0.4238,1.1721,1.5616,0.6018,0.3913,0.7326,0.4221,0.2797
530000,云南省,2018,5.4832,5.3893,4.0102,0.4247,1.1146,1.4932,0.5852,0.3925,0.7094,0.4066,0.2631
530000,云南省,2017,5.3533,5.2542,3.9271,0.4127,1.0811,1.4763,0.6159,0.3411,0.656,0.399,0.2721
530000,云南省,2016,5.2559,5.1573,3.8924,0.4008,1.0455,1.453,0.6546,0.3385,0.5968,0.386,0.2821
530000,云南省,2015,5.0303,4.9283,3.694,0.3906,1.0033,1.3916,0.6129,0.2956,0.5686,0.3654,0.3003
530000,云南省,2014,4.8337,4.7324,3.5396,0.3776,0.9615,1.3353,0.5862,0.279,0.534,0.3493,0.3095
530000,云南省,2013,4.7592,4.6438,3.4421,0.3602,0.9148,1.2917,0.5827,0.2927,0.5263,0.3394,0.336
530000,云南省,2012,4.4901,4.365,3.1322,0.3271,0.8549,1.219,0.5113,0.2199,0.5461,0.3542,0.3325
530000,云南省,2011,4.3195,4.1891,2.9501,0.3057,0.7991,1.1438,0.4909,0.2106,0.5448,0.343,0.3512
530000,云南省,2010,3.9676,3.8269,2.6498,0.2729,0.7391,1.037,0.4433,0.1575,0.5321,0.3392,0.3058
530000,云南省,2009,3.7896,3.6339,2.4893,0.2411,0.686,0.9462,0.486,0.13,0.4997,0.3444,0.3005
530000,云南省,2008,3.6255,3.4543,2.3276,0.22,0.6438,0.8364,0.5089,0.1185,0.4825,0.327,0.3172
530000,云南省,2007,3.3911,,2.1233,0.1902,0.588,0.7407,0.48,0.1244,,,
530000,云南省,2006,3.1928,,1.9402,0.1693,0.5518,0.6755,0.434,0.1096,,,
530000,云南省,2005,2.8894,,1.6819,,,,,,,,
530000,云南省,2004,2.753,,1.5162,,,,,,,,
530000,云南省,2003,2.3662,,1.2236,,,,,,,,
530000,云南省,2002,2.2026,,1.1152,,,,,,,,
530000,云南省,2001,2.0876,,0.9982,,,,,,,,
530000,云南省,2000,1.9847,,0.9237,,,,,,,,
540000,西藏自治区,2019,0.3813,0.3749,0.261,0.0291,0.0784,0.1069,0.0325,0.0141,0.0626,0.0329,0.0184
540000,西藏自治区,2018,0.3788,0.3718,0.2629,0.0245,0.0785,0.1051,0.0385,0.0163,0.0598,0.0305,0.0186
540000,西藏自治区,2017,0.3707,0.3623,0.2484,0.0236,0.0807,0.099,0.0334,0.0117,0.0586,0.0352,0.0201
540000,西藏自治区,2016,0.3663,0.3618,0.2467,0.0194,0.0773,0.0989,0.0342,0.0169,0.0577,0.0367,0.0207
540000,西藏自治区,2015,0.3643,0.3571,0.2619,0.0187,0.0779,0.109,0.0443,0.012,0.0484,0.0219,0.0249
540000,西藏自治区,2014,0.364,0.3567,0.2601,0.0221,0.0851,0.1001,0.0424,0.0104,0.0478,0.0234,0.0254
540000,西藏自治区,2013,0.3623,0.3561,0.2472,0.0183,0.0781,0.1018,0.0378,0.0112,0.0479,0.0309,0.0301
540000,西藏自治区,2012,0.3485,0.3442,0.2369,0.0141,0.0647,0.0993,0.0424,0.0164,0.0529,0.0252,0.0292
540000,西藏自治区,2011,0.346,0.3428,0.2288,0.0114,0.0575,0.0966,0.0369,0.0264,0.0528,0.0304,0.0308
540000,西藏自治区,2010,0.3312,0.3286,0.2195,0.0088,0.0535,0.0856,0.0404,0.0312,0.05,0.0286,0.0305
540000,西藏自治区,2009,0.3082,0.3045,0.1969,0.0083,0.0474,0.0719,0.0461,0.0232,0.054,0.0215,0.0321
540000,西藏自治区,2008,0.299,0.2962,0.1877,0.0077,0.0421,0.0704,0.0413,0.0262,0.0528,0.0209,0.0348
540000,西藏自治区,2007,0.2888,,0.1755,0.0071,0.0377,0.0641,0.048,0.0186,,,
540000,西藏自治区,2006,0.2669,,0.1673,0.0067,0.0343,0.0554,0.0496,0.0213,,,
540000,西藏自治区,2005,0.2033,,0.1187,,,,,,,,
540000,西藏自治区,2004,0.1913,,0.1081,,,,,,,,
540000,西藏自治区,2003,0.1794,,0.0972,,,,,,,,
540000,西藏自治区,2002,0.1829,,0.0885,,,,,,,,
540000,西藏自治区,2001,0.1836,,0.0867,,,,,,,,
540000,西藏自治区,2000,0.1673,,0.0813,,,,,,,,
610000,陕西省,2019,10.7917,10.276,7.0318,0.9752,2.2243,2.8062,0.6813,0.3448,1.6492,1.0357,0.5593
610000,陕西省,2018,10.6096,10.1065,6.8459,0.918,2.0973,2.7573,0.7125,0.3608,1.6268,1.0346,0.5992
610000,陕西省,2017,10.3994,9.88,6.693,0.8802,1.9909,2.7235,0.7451,0.3533,1.5549,0.9816,0.6505
610000,陕西省,2016,10.3453,9.8408,6.6133,0.8452,1.8917,2.7021,0.8172,0.3571,1.5227,0.9812,0.7236
610000,陕西省,2015,10.3911,9.8623,6.6506,0.8246,1.8521,2.7542,0.8686,0.3511,1.452,0.9818,0.7779
610000,陕西省,2014,10.3332,9.7648,6.497,0.7965,1.7679,2.7419,0.9018,0.2889,1.4282,0.9941,0.8455
610000,陕西省,2013,10.2017,9.7194,6.4171,0.777,1.7442,2.6471,0.9387,0.3101,1.4037,1.0007,0.8979
610000,陕西省,2012,10.0881,9.5401,6.15,0.7459,1.659,2.5434,0.9999,0.2018,1.4075,1.0429,0.9397
610000,陕西省,2011,9.901,9.3213,5.9171,0.7129,1.5775,2.3826,1.0161,0.228,1.4256,1.0312,0.9474
610000,陕西省,2010,9.8536,9.2579,5.8288,0.6907,1.5534,2.2964,1.0493,0.239,1.4396,1.0089,0.9806
610000,陕西省,2009,9.6485,9.0104,5.6171,0.6415,1.4825,2.125,1.103,0.2651,1.4224,0.9432,1.0277
610000,陕西省,2008,9.4196,8.7137,5.374,0.6146,1.4352,1.9487,1.1213,0.2542,1.4398,0.9644,0.9355
610000,陕西省,2007,9.0306,,5.0741,0.5699,1.3489,1.7922,1.1078,0.2553,,,
610000,陕西省,2006,8.7981,,4.7549,0.5382,1.3067,1.5886,1.014,0.3074,,,
610000,陕西省,2005,8.2317,,4.2864,,,,,,,,
610000,陕西省,2004,7.4607,,3.7145,,,,,,,,
610000,陕西省,2003,6.7527,,3.0696,,,,,,,,
610000,陕西省,2002,6.3412,,2.7637,,,,,,,,
610000,陕西省,2001,5.8846,,2.3613,,,,,,,,
610000,陕西省,2000,5.222,,2.0723,,,,,,,,
620000,甘肃省,2019,4.1221,3.9463,2.9755,0.3925,0.9832,1.1443,0.292,0.1635,0.4864,0.2738,0.2106
620000,甘肃省,2018,4.0803,3.8846,2.8939,0.3534,0.9601,1.1277,0.3218,0.1309,0.5095,0.2689,0.2123
620000,甘肃省,2017,4.1179,3.8281,2.8474,0.3313,0.937,1.1086,0.3464,0.1241,0.5117,0.253,0.216
620000,甘肃省,2016,3.9256,3.6051,2.6731,0.3228,0.8867,0.9865,0.335,0.1421,0.4734,0.2401,0.2185
620000,甘肃省,2015,3.8641,3.5185,2.6132,0.3065,0.8178,0.9928,0.3556,0.1405,0.427,0.2545,0.2238
620000,甘肃省,2014,3.6944,3.4557,2.5283,0.2949,0.7661,0.9746,0.3324,0.1603,0.4233,0.2588,0.2453
620000,甘肃省,2013,3.5582,3.3403,2.4384,0.265,0.7076,0.9568,0.3623,0.1467,0.3966,0.268,0.2373
620000,甘肃省,2012,3.4571,3.2276,2.3232,0.2426,0.6652,0.923,0.3639,0.1285,0.392,0.2748,0.2376
620000,甘肃省,2011,3.3886,3.1355,2.2066,0.2221,0.6308,0.8656,0.3529,0.1352,0.3983,0.2753,0.2553
620000,甘肃省,2010,3.2865,3.0216,2.0761,0.1956,0.5856,0.7753,0.3943,0.1253,0.4026,0.2858,0.2571
620000,甘肃省,2009,3.1576,2.8895,1.9629,0.1739,0.5399,0.7325,0.4049,0.1117,0.3919,0.2792,0.2555
620000,甘肃省,2008,3.0708,2.7983,1.8581,0.1631,0.5121,0.6528,0.4027,0.1274,0.3929,0.2818,0.2655
620000,甘肃省,2007,2.9568,,1.7439,0.1528,0.4728,0.6053,0.4143,0.0987,,,
620000,甘肃省,2006,2.8197,,1.6105,0.1375,0.4373,0.5196,0.4213,0.0948,,,
620000,甘肃省,2005,2.6019,,1.4816,,,,,,,,
620000,甘肃省,2004,2.4544,,1.3727,,,,,,,,
620000,甘肃省,2003,2.3012,,1.2274,,,,,,,,
620000,甘肃省,2002,2.0149,,1.0021,,,,,,,,
620000,甘肃省,2001,1.9189,,0.8826,,,,,,,,
620000,甘肃省,2000,1.6557,,0.7208,,,,,,,,
630000,青海省,2019,0.7005,0.6766,0.4767,0.0752,0.1514,0.1375,0.0744,0.0382,0.0871,0.0764,0.0364
630000,青海省,2018,0.7046,0.6762,0.4746,0.0752,0.1494,0.1228,0.0803,0.0469,0.0826,0.0783,0.0407
630000,青海省,2017,0.6911,0.6644,0.4671,0.0799,0.1501,0.1027,0.0731,0.0613,0.0817,0.0729,0.0427
630000,青海省,2016,0.6625,0.6351,0.434,0.0793,0.1443,0.096,0.0628,0.0516,0.081,0.076,0.0441
630000,青海省,2015,0.6357,0.6059,0.4127,0.0796,0.1426,0.097,0.0504,0.0431,0.0753,0.0682,0.0497
630000,青海省,2014,0.6182,0.5882,0.392,0.0732,0.1314,0.1036,0.0467,0.0371,0.0754,0.0677,0.0531
630000,青海省,2013,0.6851,0.5934,0.3785,0.0787,0.1323,0.1039,0.0434,0.0202,0.0806,0.074,0.0603
630000,青海省,2012,0.6668,0.5899,0.3717,0.0763,0.1313,0.1037,0.0472,0.0132,0.0847,0.0716,0.0619
630000,青海省,2011,0.6677,0.5957,0.3735,0.0647,0.131,0.1076,0.0542,0.016,0.0759,0.0831,0.0632
630000,青海省,2010,0.6682,0.5973,0.3731,0.0566,0.1336,0.1096,0.0548,0.0185,0.0761,0.0817,0.0664
630000,青海省,2009,0.6418,0.5958,0.3757,0.049,0.139,0.1097,0.0546,0.0234,0.073,0.0791,0.068
630000,青海省,2008,0.6242,0.5646,0.3368,0.0446,0.1283,0.1011,0.0448,0.018,0.086,0.0722,0.0696
630000,青海省,2007,0.6127,,0.3156,0.0368,0.1236,0.1035,0.0403,0.0114,,,
630000,青海省,2006,0.6038,,0.3296,0.0313,0.112,0.1234,0.0487,0.0142,,,
630000,青海省,2005,0.583,,0.3051,,,,,,,,
630000,青海省,2004,0.582,,0.3079,,,,,,,,
630000,青海省,2003,0.5589,,0.2769,,,,,,,,
630000,青海省,2002,0.5314,,0.258,,,,,,,,
630000,青海省,2001,0.4669,,0.2094,,,,,,,,
630000,青海省,2000,0.4229,,0.2107,,,,,,,,
640000,宁夏回族自治区,2019,1.1756,1.1397,0.8422,0.1448,0.2432,0.2421,0.1323,0.0798,0.1547,0.0871,0.0557
640000,宁夏回族自治区,2018,1.1629,1.1271,0.8185,0.1419,0.2314,0.2142,0.1486,0.0824,0.1586,0.0879,0.0621
640000,宁夏回族自治区,2017,1.1695,1.1321,0.8196,0.1393,0.2352,0.2068,0.1481,0.0902,0.1568,0.0929,0.0628
640000,宁夏回族自治区,2016,1.1584,1.1208,0.8044,0.1363,0.2281,0.2149,0.1352,0.0899,0.1601,0.0928,0.0635
640000,宁夏回族自治区,2015,1.1469,1.1065,0.7987,0.1269,0.2219,0.2237,0.1206,0.1056,0.1538,0.089,0.065
640000,宁夏回族自治区,2014,1.1261,1.085,0.7759,0.1213,0.2176,0.2203,0.1257,0.091,0.1532,0.0846,0.0713
640000,宁夏回族自治区,2013,1.0486,1.0051,0.7111,0.1024,0.1936,0.224,0.0979,0.0932,0.1474,0.0835,0.0631
640000,宁夏回族自治区,2012,1.0202,0.9744,0.6632,0.0946,0.1877,0.2223,0.1084,0.0502,0.1556,0.0878,0.0678
640000,宁夏回族自治区,2011,0.9637,0.9167,0.6156,0.0856,0.1743,0.2138,0.0992,0.0427,0.1456,0.087,0.0685
640000,宁夏回族自治区,2010,0.9174,0.869,0.5866,0.0761,0.1681,0.2027,0.106,0.0337,0.1391,0.0783,0.065
640000,宁夏回族自治区,2009,0.8599,0.8107,0.5136,0.0553,0.1525,0.1756,0.0894,0.0408,0.1406,0.0932,0.0633
640000,宁夏回族自治区,2008,0.8365,0.7869,0.4915,0.0498,0.1459,0.1626,0.1027,0.0305,0.1377,0.0938,0.0639
640000,宁夏回族自治区,2007,0.7865,,0.4563,0.0434,0.1384,0.1462,0.1061,0.0222,,,
640000,宁夏回族自治区,2006,0.7585,,0.4358,0.0396,0.1346,0.1429,0.0842,0.0345,,,
640000,宁夏回族自治区,2005,0.7177,,0.4059,,,,,,,,
640000,宁夏回族自治区,2004,0.6684,,0.3699,,,,,,,,
640000,宁夏回族自治区,2003,0.6383,,0.3415,,,,,,,,
640000,宁夏回族自治区,2002,0.508,,0.2659,,,,,,,,
640000,宁夏回族自治区,2001,0.4782,,0.2393,,,,,,,,
640000,宁夏回族自治区,2000,0.3996,,0.1894,,,,,,,,
650000,新疆维吾尔自治区,2019,3.2571,3.226,2.1798,0.1472,0.5613,0.8288,0.2521,0.3904,0.4793,0.273,0.2939
650000,新疆维吾尔自治区,2018,3.0812,3.0497,2.0797,0.1491,0.5724,0.8508,0.2222,0.2852,0.459,0.2501,0.2609
650000,新疆维吾尔自治区,2017,3.0349,3.0013,2.0601,0.1482,0.5899,0.855,0.2128,0.2542,0.4368,0.2501,0.2543
650000,新疆维吾尔自治区,2016,2.9797,2.9399,2.001,0.1361,0.5789,0.8492,0.2092,0.2276,0.4344,0.2398,0.2647
650000,新疆维吾尔自治区,2015,2.8893,2.847,1.9374,0.1333,0.5602,0.8373,0.1921,0.2145,0.4176,0.2257,0.2663
650000,新疆维吾尔自治区,2014,2.9377,2.8859,1.9081,0.1277,0.5446,0.8237,0.2157,0.1964,0.4394,0.2347,0.3037
650000,新疆维吾尔自治区,2013,2.8781,2.826,1.8327,0.1209,0.513,0.8151,0.2191,0.1646,0.4174,0.2437,0.3322
650000,新疆维吾尔自治区,2012,2.7885,2.7334,1.757,0.1226,0.5187,0.7748,0.2145,0.1264,0.4094,0.2371,0.3299
650000,新疆维吾尔自治区,2011,2.7629,2.7056,1.7256,0.1152,0.5013,0.7558,0.2404,0.1129,0.4049,0.2488,0.3263
650000,新疆维吾尔自治区,2010,2.677,2.6253,1.6506,0.1011,0.4642,0.7303,0.256,0.099,0.4023,0.2403,0.3321
650000,新疆维吾尔自治区,2009,2.6635,2.584,1.6234,0.0924,0.4516,0.6973,0.2712,0.1109,0.3948,0.2384,0.3274
650000,新疆维吾尔自治区,2008,2.6731,2.5936,1.5755,0.0855,0.433,0.6678,0.2813,0.1079,0.4208,0.2492,0.3481
650000,新疆维吾尔自治区,2007,2.649,,1.5096,0.0772,0.4221,0.6569,0.2528,0.1006,,,
650000,新疆维吾尔自治区,2006,2.5267,,1.3783,0.0685,0.3895,0.5871,0.2476,0.0856,,,
650000,新疆维吾尔自治区,2005,2.3492,,1.2733,,,,,,,,
650000,新疆维吾尔自治区,2004,2.3265,,1.2239,,,,,,,,
650000,新疆维吾尔自治区,2003,2.2031,,1.0913,,,,,,,,
650000,新疆维吾尔自治区,2002,2.151,,1.0369,,,,,,,,
650000,新疆维吾尔自治区,2001,1.9369,,0.9123,,,,,,,,
650000,新疆维吾尔自治区,2000,1.7892,,0.7924,,,,,,,,
