省份编码,省份,年份,每十万人口幼儿园平均在校生数(人),每十万人口小学平均在校生数(人),每十万人口初中阶段平均在校生数(人),每十万人口高中阶段平均在校生数(人),每十万人口高等学校平均在校生数(人)
410000,河南省,2011,3000.63583200425,11620.3721424774,4975.84263689527,4026.16267942584,1900.60712387028
410000,河南省,2010,2073.0,11284.0,4948.0,4024.0,1839.0
410000,河南省,2009,1820.40619365786,11157.3433025772,5029.72531551596,4149.46866051543,1774.3748011454
410000,河南省,2008,1757.6858974359,11074.7681623932,5173.07051282051,4078.69017094017,1648.04914529915
410000,河南省,2007,,,,,
410000,河南省,2006,,,,,
410000,河南省,2005,,,,,
410000,河南省,2004,,,,,
410000,河南省,2003,,,,,
410000,河南省,2002,,,,,
410000,河南省,2001,,,,,
410000,河南省,2000,,,,,
420000,湖北省,2019,3005.0,6363.0,2795.0,2238.77471691736,3248.0
420000,湖北省,2018,2949.0,6211.0,2690.0,2153.0,3088.0
420000,湖北省,2017,2991.0,6025.0,2527.0,2156.0,3000.0
420000,湖北省,2016,2904.1678058783,5914.7932330827,2417.7443609023,2239.1558441558,2949.7505126453
420000,湖北省,2015,2795.3799862448,5773.8909903714,2347.5223521321,2294.1764099037,3038.4129986245
420000,湖北省,2014,2652.5262976375,5538.1927918607,2372.7194343852,2393.4436971892,3121.1398516986
420000,湖北省,2013,2549.5258695276,5680.18515314068,2567.41650804637,2607.35075272539,3144.08548191729
420000,湖北省,2012,2354.0,5675.0,2740.0,2984.0,3078.0
420000,湖北省,2011,2312.69902234637,6587.71997206704,3562.6780726257,3596.69867318436,2991.34427374302
420000,湖北省,2010,1955.0,6391.0,3813.0,4155.0,2906.0
420000,湖北省,2009,1455.78532656277,6290.71791279986,4146.62756084749,4480.39572754334,2829.41691472597
420000,湖北省,2008,1302.91454641165,6330.48605018424,4597.53114581506,4574.8815581681,2724.12177575013
420000,湖北省,2007,,,,,
420000,湖北省,2006,,,,,
420000,湖北省,2005,,,,,
420000,湖北省,2004,,,,,
420000,湖北省,2003,,,,,
420000,湖北省,2002,,,,,
420000,湖北省,2001,,,,,
420000,湖北省,2000,,,,,
430000,湖南省,2019,3299.0,7664.0,3598.0,2930.38701261052,2873.0
430000,湖南省,2018,3283.0,7609.0,3505.0,2891.0,2610.0
430000,湖南省,2017,3357.0,7500.0,3366.0,2905.0,2419.0
430000,湖南省,2016,3316.034203155,7398.0701754386,3317.8578799941,2787.4863629662,2250.8934099956
430000,湖南省,2015,3215.4653406561,7256.3425857207,3301.3774677156,2719.6170402256,2214.5020038593
430000,湖南省,2014,3036.6290018832,7082.1794756823,3297.6773383553,2711.8389979972,2160.1351149374
430000,湖南省,2013,2880.35698147311,7046.39554149721,3227.66531104082,2796.89411055882,2106.15152884471
430000,湖南省,2012,2675.0,7183.0,3201.0,2950.0,2087.0
430000,湖南省,2011,2492.14611872146,7462.85388127854,3292.84931506849,3031.72754946728,2054.25875190259
430000,湖南省,2010,2215.0,7480.0,3355.0,3048.0,2051.0
430000,湖南省,2009,1893.25862068966,7353.4012539185,3359.74137931034,3204.92163009404,2040.41065830721
430000,湖南省,2008,1667.14398111723,7213.86467348544,3373.92132179386,3348.90165224233,1965.77970102282
430000,湖南省,2007,,,,,
430000,湖南省,2006,,,,,
430000,湖南省,2005,,,,,
430000,湖南省,2004,,,,,
430000,湖南省,2003,,,,,
430000,湖南省,2002,,,,,
430000,湖南省,2001,,,,,
430000,湖南省,2000,,,,,
440000,广东省,2019,4094.0,9108.0,3429.0,2855.39220870791,2751.0
440000,广东省,2018,4021.0,8849.0,3335.0,2917.0,2542.0
440000,广东省,2017,4013.0,8564.0,3238.0,3128.0,2454.0
440000,广东省,2016,3886.6881740253,8343.8233938612,3206.2309890313,3344.1257258734,2431.2987372108
440000,广东省,2015,3751.2532637076,8102.1866840731,3313.2879522566,3588.9276389407,2434.0302126072
440000,广东省,2014,3563.867906802,7815.8089064262,3539.5574971815,3802.1824502067,2355.9592258549
440000,广东省,2013,3346.94827260714,7626.37436284689,3820.94204266566,4238.94657353219,2198.8266943553
440000,广东省,2012,3148.0,7694.0,4212.0,4417.0,2082.0
440000,广东省,2011,2948.09309453118,7873.3617469591,4588.22430801647,4384.14902787089,1978.06723493918
440000,广东省,2010,2876.0,8804.0,5189.0,4446.0,2037.0
440000,广东省,2009,2613.88202011735,9300.6307627829,5277.38055322716,3950.2640402347,1952.41512992456
440000,广东省,2008,2459.00201079479,10122.4891522912,5269.1554661869,3550.02010794793,1820.51328182876
440000,广东省,2007,,,,,
440000,广东省,2006,,,,,
440000,广东省,2005,,,,,
440000,广东省,2004,,,,,
440000,广东省,2003,,,,,
440000,广东省,2002,,,,,
440000,广东省,2001,,,,,
440000,广东省,2000,,,,,
450000,广西壮族自治区,2019,4401.0,10049.0,4476.0,3843.15062931385,2887.0
450000,广西壮族自治区,2018,4499.0,9760.0,4353.0,3756.0,2602.0
450000,广西壮族自治区,2017,4423.0,9586.0,4206.0,3686.0,2383.0
450000,广西壮族自治区,2016,4371.0508757298,9411.4095079233,4144.1618015013,3601.6034195163,2278.7322768974
450000,广西壮族自治区,2015,4352.1560790913,9257.5452250736,4129.2848127892,3610.8308792596,2178.0753050063
450000,广西壮族自治区,2014,4181.7164653528,9150.377198559,4134.0199194745,3676.3403263403,2051.9093028184
450000,广西壮族自治区,2013,3881.04442545921,9104.2802221273,4166.51217428449,3727.18282785135,1939.44468175993
450000,广西壮族自治区,2012,3572.0,9182.0,4233.0,3790.0,1834.0
450000,广西壮族自治区,2011,3129.13232104121,9262.47722342733,4356.43600867679,3756.13882863341,1688.22125813449
450000,广西壮族自治区,2010,2441.0,8856.0,4127.0,3432.0,1530.0
450000,广西壮族自治区,2009,2342.54568106312,9069.28363787375,4288.77906976744,3081.08596345515,1435.85340531561
450000,广西壮族自治区,2008,2247.3091442953,9329.02474832215,4445.0985738255,3038.59270134228,1351.53733221477
450000,广西壮族自治区,2007,,,,,
450000,广西壮族自治区,2006,,,,,
450000,广西壮族自治区,2005,,,,,
450000,广西壮族自治区,2004,,,,,
450000,广西壮族自治区,2003,,,,,
450000,广西壮族自治区,2002,,,,,
450000,广西壮族自治区,2001,,,,,
450000,广西壮族自治区,2000,,,,,
460000,海南省,2019,4017.0,9134.0,3951.0,3361.31691648822,2497.0
460000,海南省,2018,4040.0,8983.0,3810.0,3362.0,2305.0
460000,海南省,2017,3973.0,8828.0,3635.0,3402.0,2261.0
460000,海南省,2016,3815.0164654226,8710.7903402854,3553.6333699232,3370.6256860593,2258.2217343579
460000,海南省,2015,3545.2713178295,8563.0786267996,3642.1816168328,3433.1007751938,2290.1218161683
460000,海南省,2014,3505.9199356626,8406.7889375391,3768.0948976856,3647.7414886963,2316.7500670181
460000,海南省,2013,3368.34272829763,8344.90417136415,3909.69560315671,3846.45997745209,2252.57046223224
460000,海南省,2012,3073.0,8573.0,4157.0,3965.0,2218.0
460000,海南省,2011,2410.18411967779,8810.34522439586,4515.50057537399,3983.75143843498,2078.74568469505
460000,海南省,2010,2102.0,9033.0,4879.0,3799.0,2036.0
460000,海南省,2009,1673.53629976581,9765.99531615925,5220.60889929742,3611.48711943794,2001.06557377049
460000,海南省,2008,1609.68047337278,10726.2603550296,5488.52071005917,3241.05325443787,1800.47337278107
460000,海南省,2007,,,,,
460000,海南省,2006,,,,,
460000,海南省,2005,,,,,
460000,海南省,2004,,,,,
460000,海南省,2003,,,,,
460000,海南省,2002,,,,,
460000,海南省,2001,,,,,
460000,海南省,2000,,,,,
500000,重庆市,2019,3167.0,6650.0,3597.0,3297.95293359123,3258.0
500000,重庆市,2018,3132.0,6814.0,3400.0,3268.0,3081.0
500000,重庆市,2017,3145.0,6888.0,3249.0,3305.0,3084.0
500000,重庆市,2016,3091.0971163407,6954.5608220086,3201.9257540603,3461.4816042426,3058.611203182
500000,重庆市,2015,3061.2370444667,6931.862253427,3210.9093948512,3702.2701437646,3070.899364761
500000,重庆市,2014,3012.3872053872,6849.0404040404,3297.595959596,3848.7878787879,3017.0067340067
500000,重庆市,2013,3033.40577249576,6754.25466893039,3455.32088285229,3988.57724957555,2894.00339558574
500000,重庆市,2012,3058.0,6657.0,3725.0,3995.0,2734.0
500000,重庆市,2011,2920.7972270364,6775.79896013865,4125.46620450607,3982.88734835355,2522.24610051993
500000,重庆市,2010,2479.0,6993.0,4483.0,4000.0,2413.0
500000,重庆市,2009,2226.73476576259,7331.33849947165,4678.31983092638,4028.08383233533,2317.44628390278
500000,重庆市,2008,2039.01633522727,7968.45170454546,4795.63565340909,3916.53409090909,2192.48579545455
500000,重庆市,2007,,,,,
500000,重庆市,2006,,,,,
500000,重庆市,2005,,,,,
500000,重庆市,2004,,,,,
500000,重庆市,2003,,,,,
500000,重庆市,2002,,,,,
500000,重庆市,2001,,,,,
500000,重庆市,2000,,,,,
510000,四川省,2019,3170.0,6663.0,3282.0,2776.32298285577,2546.0
510000,四川省,2018,3142.0,6691.0,3154.0,2799.0,2409.0
510000,四川省,2017,3177.0,6679.0,3015.0,2889.0,2339.0
510000,四川省,2016,3160.81301804,6698.2374451487,2984.1955143832,3025.2766942955,2314.2393954169
510000,四川省,2015,3048.7481572482,6655.2248157248,3026.855036855,3162.4533169533,2311.9250614251
510000,四川省,2014,2969.9235228815,6553.8337239423,3186.5239916122,3312.1869988899,2243.9879116813
510000,四川省,2013,2866.40292223873,6512.55076770679,3364.53442298167,3497.4219910847,2140.01114413076
510000,四川省,2012,2724.0,6966.0,3779.0,3585.0,2037.0
510000,四川省,2011,2622.93101305158,7206.98197638285,4059.79863269111,3622.87259167185,1903.84835301429
510000,四川省,2010,2306.0,7234.0,4207.0,3496.0,1790.0
510000,四川省,2009,2097.89014499877,7582.29417547309,4379.77267141804,3442.22659130007,1731.75595969526
510000,四川省,2008,1966.18555432509,7983.53759074689,4461.27845453427,3245.62938353636,1636.92998646487
510000,四川省,2007,,,,,
510000,四川省,2006,,,,,
510000,四川省,2005,,,,,
510000,四川省,2004,,,,,
510000,四川省,2003,,,,,
510000,四川省,2002,,,,,
510000,四川省,2001,,,,,
510000,四川省,2000,,,,,
520000,贵州省,2019,4292.0,10786.0,4980.0,4169.975,2453.0
520000,贵州省,2018,4328.0,10384.0,5051.0,4379.0,2254.0
520000,贵州省,2017,4316.0,10185.0,5147.0,4502.0,2129.0
520000,贵州省,2016,4097.0934844193,10010.6090651558,5358.104815864,4582.9858356941,2004.8073654391
520000,贵州省,2015,3719.2502850627,9871.9925883694,5643.3836944128,4683.0644241733,1818.5376282782
520000,贵州省,2014,3423.1544563163,9888.1737869123,5905.7569198965,4421.6982371182,1689.7482168453
520000,贵州省,2013,3093.24626865672,10204.7445464983,6036.26004592422,3942.52009184845,1535.00287026406
520000,贵州省,2012,2832.0,10957.0,6057.0,3443.0,1392.0
520000,贵州省,2011,2523.2078183386,11748.7266455878,6145.59931014659,3178.12302385743,1253.66772060937
520000,贵州省,2010,2025.0,11414.0,5654.0,2716.0,1109.0
520000,贵州省,2009,1970.48300300839,12045.9827090249,5602.23111057207,2647.19608303254,1042.65265389311
520000,贵州省,2008,1961.69059011164,12487.7990430622,5503.53801169591,2543.3971291866,969.090909090909
520000,贵州省,2007,,,,,
520000,贵州省,2006,,,,,
520000,贵州省,2005,,,,,
520000,贵州省,2004,,,,,
520000,贵州省,2003,,,,,
520000,贵州省,2002,,,,,
520000,贵州省,2001,,,,,
520000,贵州省,2000,,,,,
530000,云南省,2019,3103.0,7973.0,3821.0,3244.46997929607,2401.0
530000,云南省,2018,2981.0,7905.0,3877.0,3147.0,2166.0
530000,云南省,2017,2922.0,7864.0,3925.0,3094.0,1999.0
530000,云南省,2016,2773.2180514551,7942.1024884015,3950.1265288908,2964.7068747364,1889.4981020666
530000,云南省,2015,2744.9681798897,8013.9456936784,4018.4174798473,2896.7988969028,1818.8247772592
530000,云南省,2014,2658.2917253446,8165.7128835403,4049.7716894977,2896.7183032476,1731.2102590364
530000,云南省,2013,2554.60828503971,8415.50118051084,4023.2195750161,2860.48937540245,1662.30736209487
530000,云南省,2012,2424.0,8783.0,4220.0,2975.0,1566.0
530000,云南省,2011,2359.56975228162,9215.20425901782,4460.20425901782,2905.35636679704,1520.00651890482
530000,云南省,2010,2159.0,9521.0,4551.0,2835.0,1391.0
530000,云南省,2009,2028.93462469734,9776.44287915474,4504.81840193705,2577.76799471715,1297.50385208012
530000,云南省,2008,1984.30660168365,9991.94949047408,4456.83872396987,2407.80682321666,1174.12272928666
530000,云南省,2007,,,,,
530000,云南省,2006,,,,,
530000,云南省,2005,,,,,
530000,云南省,2004,,,,,
530000,云南省,2003,,,,,
530000,云南省,2002,,,,,
530000,云南省,2001,,,,,
530000,云南省,2000,,,,,
540000,西藏自治区,2019,4118.0,9911.0,4064.0,2642.5,1588.0
540000,西藏自治区,2018,3660.0,9684.0,3840.0,2508.0,1616.0
540000,西藏自治区,2017,3213.0,9520.0,3763.0,2358.0,1678.0
540000,西藏自治区,2016,2986.9444444444,9348.5185185185,3712.4382716049,2316.4814814815,1764.8456790124
540000,西藏自治区,2015,2765.7547169811,9191.5094339623,3695.5974842767,2319.4025157233,1766.320754717
540000,西藏自治区,2014,2599.7628509166,9458.4668632227,3983.3034226381,2328.5155749263,1676.2594539162
540000,西藏自治区,2013,2383.27922077922,9571.3961038961,4094.70779220779,2291.65584415584,1527.5
540000,西藏自治区,2012,2028.0,9628.0,4295.0,2180.0,1508.0
540000,西藏自治区,2011,1386.34551495017,9791.52823920266,4530.59800664452,2140.9634551495,1446.21262458472
540000,西藏自治区,2010,807.0,10323.0,4792.0,2184.0,1373.0
540000,西藏自治区,2009,559.8606271777,10635.3658536585,4989.09407665505,2081.5331010453,1317.45644599303
540000,西藏自治区,2008,516.443661971831,10980.0,4926.76056338028,2292.11267605634,1279.19014084507
540000,西藏自治区,2007,,,,,
540000,西藏自治区,2006,,,,,
540000,西藏自治区,2005,,,,,
540000,西藏自治区,2004,,,,,
540000,西藏自治区,2003,,,,,
540000,西藏自治区,2002,,,,,
540000,西藏自治区,2001,,,,,
540000,西藏自治区,2000,,,,,
610000,陕西省,2019,3596.0,7184.0,2908.0,2868.15217391304,3812.0
610000,陕西省,2018,3685.0,6926.0,2830.0,2894.0,3562.0
610000,陕西省,2017,3804.0,6617.0,2753.0,3076.0,3582.0
610000,陕西省,2016,3773.5143685737,6374.5109412075,2770.9886633272,3100.7355655154,3539.5386237807
610000,陕西省,2015,3700.5562913907,6175.0834437086,2836.5006622517,3320.0582781457,3627.9682119205
610000,陕西省,2014,3526.9713071201,6015.1301806589,2968.3421891605,3598.3421891605,3652.311370882
610000,陕西省,2013,3386.71462829736,6057.2208899547,3202.37410071942,4012.24353850253,3612.06501465494
610000,陕西省,2012,3139.0,6269.0,3515.0,4479.0,3525.0
610000,陕西省,2011,2751.91164658635,6789.72423025435,4012.96117804552,4865.07095046854,3377.70548862115
610000,陕西省,2010,1868.0,6920.0,4356.0,4931.0,3208.0
610000,陕西省,2009,1524.64912280702,7215.33227006911,4791.97767145136,4900.90909090909,3045.33492822966
610000,陕西省,2008,1469.85058697972,7643.56723585913,5180.92315901814,4797.23852721451,2879.91195304162
610000,陕西省,2007,,,,,
610000,陕西省,2006,,,,,
610000,陕西省,2005,,,,,
610000,陕西省,2004,,,,,
610000,陕西省,2003,,,,,
610000,陕西省,2002,,,,,
610000,陕西省,2001,,,,,
610000,陕西省,2000,,,,,
620000,甘肃省,2019,3537.0,7362.0,3344.0,2830.93287827076,2396.0
620000,甘肃省,2018,3596.0,7222.0,3313.0,2954.0,2258.0
620000,甘肃省,2017,3562.0,7110.0,3280.0,3098.0,2217.0
620000,甘肃省,2016,3431.1038461539,7006.2653846154,3369.8884615385,3295.0884615385,2188.8538461539
620000,甘肃省,2015,2706.0285604014,6956.3913546893,3509.2821304516,3516.9162485527,2194.1721343111
620000,甘肃省,2014,2401.563794933,6980.0362484412,3760.0748205005,3754.780844093,2218.7531465661
620000,甘肃省,2013,2132.66097750194,7243.08766485648,4018.38634600465,4047.90147401086,2193.29325058185
620000,甘肃省,2012,1873.0,8048.0,4603.0,4246.0,2145.0
620000,甘肃省,2011,1688.20703125,8596.65234375,5021.0625,4237.01953125,2041.48046875
620000,甘肃省,2010,1470.0,8994.0,5252.0,4044.0,1882.0
620000,甘肃省,2009,1365.03660411245,9611.28867783815,5368.9291204359,3968.83703940459,1805.70141393848
620000,甘肃省,2008,1290.95529231945,10277.5353458158,5426.97363393198,3766.62208635843,1686.83607183798
620000,甘肃省,2007,,,,,
620000,甘肃省,2006,,,,,
620000,甘肃省,2005,,,,,
620000,甘肃省,2004,,,,,
620000,甘肃省,2003,,,,,
620000,甘肃省,2002,,,,,
620000,甘肃省,2001,,,,,
620000,甘肃省,2000,,,,,
630000,青海省,2019,3564.0,8267.0,3736.0,3489.8175787728,1486.0
630000,青海省,2018,3590.0,8128.0,3726.0,3697.0,1426.0
630000,青海省,2017,3495.0,7843.0,3471.0,3647.0,1391.0
630000,青海省,2016,3398.0272108844,7787.2959183674,3536.343537415,3637.1768707483,1318.5034013605
630000,青海省,2015,3159.7598627787,7787.1355060034,3656.346483705,3659.0566037736,1275.4545454546
630000,青海省,2014,3028.4359369321,7979.7331210301,3669.0320012461,3651.2400699216,1220.0280378684
630000,青海省,2013,2908.53403141361,8283.38568935428,3631.67539267016,3638.30715532286,1161.84991273997
630000,青海省,2012,2699.0,8777.0,3674.0,3590.0,1133.0
630000,青海省,2011,2380.4973357016,9091.77619893428,3967.99289520426,3720.28419182948,1082.14920071048
630000,青海省,2010,2009.0,9313.0,3938.0,3790.0,1119.0
630000,青海省,2009,1829.78531481147,9620.33195020747,3879.28919357749,3762.58343857117,1079.54176438752
630000,青海省,2008,1707.86231884058,9749.8731884058,3754.1847826087,3522.01086956522,1033.24275362319
630000,青海省,2007,,,,,
630000,青海省,2006,,,,,
630000,青海省,2005,,,,,
630000,青海省,2004,,,,,
630000,青海省,2003,,,,,
630000,青海省,2002,,,,,
630000,青海省,2001,,,,,
630000,青海省,2000,,,,,
640000,宁夏回族自治区,2019,3602.0,8491.0,4343.0,3421.64244186047,2581.0
640000,宁夏回族自治区,2018,3542.0,8526.0,4259.0,3330.0,2379.0
640000,宁夏回族自治区,2017,3415.0,8613.0,4136.0,3412.0,2278.0
640000,宁夏回族自治区,2016,3087.1107784431,8725.7934131737,4112.2155688623,3488.9520958084,2224.9550898204
640000,宁夏回族自治区,2015,2913.7764350453,8814.335347432,4144.003021148,3671.6616314199,2244.4410876133
640000,宁夏回族自治区,2014,2764.8083890001,8998.8229719195,4254.4673565784,3772.038704352,2254.8495085526
640000,宁夏回族自治区,2013,2613.29211746522,9334.57496136012,4401.20556414219,4096.80061823802,2194.94590417311
640000,宁夏回族自治区,2012,2506.0,9667.0,4579.0,4230.0,2107.0
640000,宁夏回族自治区,2011,2352.55924170616,10162.6066350711,4733.57030015798,4307.51974723539,1911.87993680885
640000,宁夏回族自治区,2010,2205.0,10455.0,4919.0,4223.0,1868.0
640000,宁夏回族自治区,2009,2022.09846363062,10856.9185189982,4855.99572601143,4167.36550696952,1720.55561851414
640000,宁夏回族自治区,2008,1857.03278688525,11290.1147540984,4867.54098360656,3821.60655737705,1610.24590163934
640000,宁夏回族自治区,2007,,,,,
640000,宁夏回族自治区,2006,,,,,
640000,宁夏回族自治区,2005,,,,,
640000,宁夏回族自治区,2004,,,,,
640000,宁夏回族自治区,2003,,,,,
640000,宁夏回族自治区,2002,,,,,
640000,宁夏回族自治区,2001,,,,,
640000,宁夏回族自治区,2000,,,,,
650000,新疆维吾尔自治区,2019,6110.0,10482.0,3929.0,3496.04342581423,2106.0
650000,新疆维吾尔自治区,2018,6371.0,9926.0,3781.0,3631.0,1954.0
650000,新疆维吾尔自治区,2017,6035.0,9534.0,3761.0,3712.0,1863.0
650000,新疆维吾尔自治区,2016,3896.4194915254,9150.1271186441,3791.5169491525,3565.2288135593,1780.1313559322
650000,新疆维吾尔自治区,2015,3526.0313315927,8915.9007832898,3948.6510008703,3385.0217580505,1759.2602262837
650000,新疆维吾尔自治区,2014,3321.9184737005,8580.7843483637,4025.4250761825,3277.0878417171,1749.0526873648
650000,新疆维吾尔自治区,2013,3219.69547693686,8483.65875503806,4113.17957904165,3266.26511419615,1680.88669950739
650000,新疆维吾尔自治区,2012,3143.0,8606.0,4270.0,3293.0,1596.0
650000,新疆维吾尔自治区,2011,2979.88558352403,8784.70022883295,4469.4233409611,3291.7528604119,1521.40503432494
650000,新疆维吾尔自治区,2010,2682.0,8968.0,4648.0,3249.0,1467.0
650000,新疆维吾尔自治区,2009,2302.46855641074,9263.60991177023,4823.05706776797,3208.30673925286,1429.93241974845
650000,新疆维吾尔自治区,2008,1886.64439140811,9603.83770883055,5082.81145584726,3229.08353221957,1413.72792362768
650000,新疆维吾尔自治区,2007,,,,,
650000,新疆维吾尔自治区,2006,,,,,
650000,新疆维吾尔自治区,2005,,,,,
650000,新疆维吾尔自治区,2004,,,,,
650000,新疆维吾尔自治区,2003,,,,,
650000,新疆维吾尔自治区,2002,,,,,
650000,新疆维吾尔自治区,2001,,,,,
650000,新疆维吾尔自治区,2000,,,,,
