省份编码,省份,年份,普通高等学校数(所),普通高等学校招生数(万人),普通高等学校本科招生数(万人),普通高等学校专科招生数(万人),普通高等学校在校学生数(万人),普通高等学校本科在校学生数(万人),普通高等学校专科在校学生数(万人),普通高等学校预计毕业生数(万人),普通高等学校本科预计毕业生数(万人),普通高等学校专科预计毕业生数(万人),普通高等学校毕(结)业生数(万人),普通高等学校本科毕(结)业生数(万人),普通高等学校专科毕(结)业生数(万人),普通高等学校本专科授予学位数(万人)
110000,北京市,2019,93.0,15.2239,13.0851,2.1388,60.1545,52.7417,7.4128,15.7743,13.0719,2.7024,14.7074,12.1066,2.6008,12.019
110000,北京市,2018,92.0,15.1952,13.006,2.1892,59.4933,52.0899,7.4034,15.5891,12.866,2.7231,14.9183,12.0258,2.8925,11.8827
110000,北京市,2017,92.0,15.0511,12.8213,2.2298,59.2878,51.5269,7.7609,15.821,12.778,3.043,15.5444,12.1362,3.4082,11.9482
110000,北京市,2016,91.0,15.115,12.7715,2.3435,59.9188,51.1754,8.7434,16.2698,12.7542,3.5156,15.5327,12.0007,3.532,11.7728
110000,北京市,2015,91.0,15.351,12.6283,2.7227,60.3557,50.5674,9.7883,16.2402,12.5413,3.6989,15.4449,11.7651,3.6798,11.5735
110000,北京市,2014,89.0,15.6928,12.5328,3.16,60.4578,49.9256,10.5322,16.0603,12.252,3.8083,14.9231,11.5102,3.4129,11.311
110000,北京市,2013,89.0,15.9813,12.5282,3.4531,59.8904,49.1776,10.7128,15.5595,12.007,3.5525,15.0929,11.4149,3.678,11.2233
110000,北京市,2012,89.0,15.8602,12.2651,3.5951,59.1243,48.293,10.8313,15.6992,3.7853,11.9139,15.5233,11.3785,4.1448,11.1796
110000,北京市,2011,87.0,15.6862,12.0365,3.6497,58.7887,47.5492,11.2395,16.0529,11.8225,4.2304,15.3663,11.1248,4.2415,10.8719
110000,北京市,2010,87.0,15.5137,11.9821,3.5316,58.7106,46.7973,11.9133,15.9042,11.595,4.3092,15.2659,11.0081,4.2578,10.372
110000,北京市,2009,86.0,15.9829,11.8528,4.1301,58.6685,46.1369,12.5316,15.8196,11.4993,4.3203,15.5142,11.2128,4.3014,10.2164
110000,北京市,2008,85.0,15.6092,11.3683,4.2409,58.5624,45.9045,12.6579,16.0265,11.6409,4.3856,15.2179,10.5299,4.688,9.3842
110000,北京市,2007,79.0,15.7387,11.3961,4.3426,57.8206,44.7467,13.0739,15.6295,10.877,4.7525,14.199,9.7437,4.4553,8.8343
110000,北京市,2006,80.0,15.4074,11.1392,4.2682,56.5779,43.559,13.0189,14.7751,10.2977,4.4774,13.549,9.4003,4.1487,8.2649
110000,北京市,2005,77.0,15.886,11.1487,4.7373,54.827,41.9521,12.8749,14.1316,9.8419,4.2897,12.0016,8.7067,3.2949,7.9079
110000,北京市,2004,77.0,14.4294,,,49.9524,,,,,,10.013,,,
110000,北京市,2003,73.0,14.179,,,45.448,,,,,,8.2828,,,
110000,北京市,2002,62.0,12.7597,,,39.57,,,,,,6.7958,,,
110000,北京市,2001,61.0,11.5379,,,33.6484,,,,,,5.6221,,,
110000,北京市,2000,58.0,9.7736,,,28.0282,,,,,,5.1931,,,
120000,天津市,2019,56.0,14.8877,9.0245,5.8632,53.9366,35.9897,17.9469,14.7852,8.8215,5.9637,13.7063,7.9655,5.7408,7.7974
120000,天津市,2018,56.0,14.2116,8.91,5.3016,52.3349,35.0646,17.2703,14.355,8.4263,5.9287,13.8789,7.8461,6.0328,7.6338
120000,天津市,2017,57.0,13.8679,8.5746,5.2933,51.4669,34.1775,17.2894,14.3621,8.3296,6.0325,13.9162,7.901,6.0152,7.7623
120000,天津市,2016,55.0,13.9027,8.5066,5.3961,51.3842,33.7252,17.659,14.5275,8.3379,6.1896,13.7906,7.959,5.8316,7.6383
120000,天津市,2015,55.0,13.8637,8.211,5.6527,51.2854,33.4106,17.8748,14.3804,8.4014,5.979,13.2072,7.5586,5.6486,7.2662
120000,天津市,2014,55.0,13.9187,8.1103,5.8084,50.5795,32.9233,17.6562,13.7339,7.9342,5.7997,12.3505,7.3195,5.031,7.0302
120000,天津市,2013,55.0,13.8556,8.1851,5.6705,48.9919,32.317,16.6749,12.8204,7.6521,5.1683,12.0996,6.716,5.3836,6.4913
120000,天津市,2012,55.0,13.7223,8.1275,5.5948,47.3114,31.0599,16.2515,12.5076,5.4593,7.0483,11.3034,6.2187,5.0847,6.068
120000,天津市,2011,55.0,13.1227,7.8216,5.3011,44.9702,29.3535,15.6167,11.6487,6.4941,5.1546,10.8723,5.7143,5.158,5.5244
120000,天津市,2010,55.0,12.8608,7.6379,5.2229,42.9224,27.3616,15.5608,11.2133,6.009,5.2043,10.5354,5.5698,4.9656,5.3464
120000,天津市,2009,55.0,11.8807,7.0865,4.7942,40.5968,25.5643,15.0325,10.8441,5.8279,5.0162,10.1369,5.3377,4.7992,5.0542
120000,天津市,2008,55.0,11.1048,6.4,4.7048,38.6437,24.051,14.5927,10.4395,5.5899,4.8496,10.1728,4.9951,5.1777,4.6475
120000,天津市,2007,46.0,10.6054,6.0477,4.5577,37.1136,22.7082,14.4054,10.5338,5.266,5.2678,9.2288,4.3753,4.8535,4.0187
120000,天津市,2006,45.0,10.2481,5.6392,4.6089,35.7382,21.2526,14.4856,9.4879,4.595,4.8929,8.1983,3.9279,4.2704,3.5443
120000,天津市,2005,42.0,10.3616,5.3013,5.0603,33.1553,19.0629,14.0924,8.4605,4.1481,4.3124,6.9211,3.3759,3.5452,2.8944
120000,天津市,2004,40.0,9.1254,,,28.5655,,,,,,5.17,,,
120000,天津市,2003,37.0,8.6115,,,24.5213,,,,,,4.0221,,,
120000,天津市,2002,37.0,6.9453,,,19.69,,,,,,2.7295,,,
120000,天津市,2001,33.0,5.6066,,,15.3998,,,,,,1.9103,,,
120000,天津市,2000,21.0,4.5468,,,11.9117,,,,,,2.0112,,,
130000,河北省,2019,122.0,46.0879,21.2885,24.7994,147.3971,82.2919,65.1052,39.0663,19.5352,19.5311,35.7831,17.4547,18.3284,17.346
130000,河北省,2018,122.0,38.6504,20.0178,18.6326,134.2631,77.4678,56.7953,36.6194,17.9815,18.6379,33.8771,17.1447,16.7324,17.0031
130000,河北省,2017,121.0,36.5066,18.9114,17.5952,126.8873,73.5827,53.3046,34.5777,17.5493,17.0284,32.9972,17.0408,15.9564,16.8293
130000,河北省,2016,120.0,35.7918,18.2061,17.5857,121.6096,70.8713,50.7383,33.3949,17.3349,16.06,33.5218,16.36,17.1618,16.1485
130000,河北省,2015,118.0,32.912,16.7153,16.1967,117.9172,68.2562,49.661,33.9583,16.6977,17.2606,32.7981,15.8486,16.9495,15.5847
130000,河北省,2014,118.0,31.8201,16.4369,15.3832,116.4341,66.5836,49.8505,33.3704,16.1591,17.2113,34.4518,15.3111,19.1407,15.0645
130000,河北省,2013,118.0,32.5886,16.0751,16.5135,117.4374,64.5385,52.8989,34.9014,15.5624,19.339,33.4278,14.6201,18.8077,14.4468
130000,河北省,2012,113.0,32.1407,15.6118,16.5289,116.8796,62.2629,54.6167,33.6079,18.8327,14.7752,31.5755,13.3511,18.2244,13.0771
130000,河北省,2011,112.0,34.9,15.19,19.71,114.9252,59.1987,55.7265,31.8931,13.5428,18.3503,31.1141,12.0276,19.0865,11.766
130000,河北省,2010,110.0,33.9149,15.6388,18.2761,110.5118,55.2202,55.2916,31.3995,12.2466,19.1529,29.7092,10.8034,18.9058,10.4153
130000,河北省,2009,109.0,32.9224,14.9174,18.005,106.045,50.4983,55.5467,29.9822,10.9607,19.0215,28.2705,9.95,18.3205,9.3158
130000,河北省,2008,105.0,31.0592,12.5702,18.489,100.0033,45.7997,54.2036,28.4297,10.1588,18.2709,27.1335,10.1678,16.9657,9.447
130000,河北省,2007,88.0,29.4659,12.0535,17.4124,93.0516,42.7268,50.3248,27.1316,10.4553,16.6763,24.0674,8.7451,15.3223,7.9172
130000,河北省,2006,88.0,28.5649,10.1457,18.4192,86.2618,39.5381,46.7237,24.6766,8.9152,15.7614,22.1049,8.0631,14.0418,7.3183
130000,河北省,2005,86.0,25.0273,9.3494,15.6779,77.4006,35.1561,42.2445,22.4414,8.235,14.2064,18.0377,6.5451,11.4926,5.9278
130000,河北省,2004,87.0,23.8226,,,69.744,,,,,,14.3148,,,
130000,河北省,2003,83.0,20.3826,,,57.5542,,,,,,11.3442,,,
130000,河北省,2002,75.0,17.0792,,,47.3,,,,,,6.291,,,
130000,河北省,2001,63.0,14.826,,,35.0518,,,,,,4.5871,,,
130000,河北省,2000,51.0,11.1033,,,25.2571,,,,,,4.3473,,,
140000,山西省,2019,82.0,22.9402,12.281,10.6592,80.2005,51.5842,28.6163,22.1293,13.0328,9.0965,21.1772,12.1113,9.0659,11.9349
140000,山西省,2018,83.0,20.1497,12.2038,7.9459,76.558,50.2932,26.2648,21.4996,12.2914,9.2082,21.6596,11.7525,9.9071,11.6119
140000,山西省,2017,80.0,20.3277,12.1102,8.2175,76.2974,48.8394,27.458,21.9074,11.8607,10.0467,21.0429,11.3275,9.7154,11.1556
140000,山西省,2016,80.0,20.3651,11.9819,8.3832,75.6287,47.4271,28.2016,21.2584,11.4091,9.8493,19.9259,10.1534,9.7725,9.9604
140000,山西省,2015,79.0,21.347,11.6711,9.6759,74.0245,45.1952,28.8293,20.1043,10.2187,9.8856,19.1273,9.1445,9.9828,8.9203
140000,山西省,2014,79.0,20.5525,11.2975,9.255,71.3218,42.1926,29.1292,19.3765,9.1936,10.1829,17.406,8.5406,8.8654,8.3161
140000,山西省,2013,78.0,20.6939,11.0032,9.6907,67.6817,39.0654,28.6163,17.4811,8.5217,8.9594,17.3259,7.6375,9.6884,7.422
140000,山西省,2012,75.0,19.7181,9.8096,9.9085,63.733,35.3737,28.3593,17.4001,9.7524,7.6477,16.2571,7.224,9.0331,7.043
140000,山西省,2011,74.0,17.8393,8.8076,9.0317,59.4469,32.2153,27.2316,16.3162,7.2495,9.0667,15.268,6.5117,8.7563,6.2894
140000,山西省,2010,73.0,18.0748,8.5161,9.5587,56.2924,29.2607,27.0317,15.3886,6.5192,8.8694,16.5545,6.0516,10.5029,5.4484
140000,山西省,2009,71.0,16.5407,7.7734,8.7673,54.7391,26.9977,27.7414,16.6615,6.0523,10.6092,15.3422,5.779,9.5632,5.0702
140000,山西省,2008,69.0,14.7305,6.7154,8.0151,52.6756,25.1133,27.5623,15.4496,5.8578,9.5918,14.1214,5.3285,8.7929,4.6516
140000,山西省,2007,59.0,13.7639,6.5276,7.2363,48.449,23.4326,25.0164,14.1559,5.3809,8.775,13.2101,4.959,8.2511,4.2183
140000,山西省,2006,56.0,14.2398,5.6581,8.5817,44.6428,21.7713,22.8715,13.0794,4.8983,8.1811,10.8431,3.9342,6.9089,3.5518
140000,山西省,2005,59.0,12.7514,5.4418,7.3096,40.7036,19.5628,21.1408,10.8508,3.9919,6.8589,8.8344,3.6769,5.1575,3.2039
140000,山西省,2004,56.0,10.75,,,34.5318,,,,,,5.1118,,,
140000,山西省,2003,45.0,9.1283,,,27.2967,,,,,,4.0779,,,
140000,山西省,2002,39.0,7.5594,,,20.84,,,,,,3.1906,,,
140000,山西省,2001,33.0,5.9975,,,16.5034,,,,,,2.1938,,,
140000,山西省,2000,24.0,4.9428,,,12.5023,,,,,,2.0657,,,
150000,内蒙古自治区,2019,53.0,13.2428,6.3245,6.9183,47.2033,26.4901,20.7132,13.5372,6.711,6.8262,12.4677,6.0353,6.4324,5.8676
150000,内蒙古自治区,2018,53.0,12.2156,6.2764,5.9392,45.5284,25.8781,19.6503,13.1003,6.3486,6.7517,12.2929,5.8014,6.4915,5.6633
150000,内蒙古自治区,2017,53.0,12.2078,6.236,5.9718,44.8092,25.2161,19.5931,12.7958,6.0747,6.7211,11.7798,5.7501,6.0297,5.5965
150000,内蒙古自治区,2016,53.0,12.185,6.256,5.929,43.6699,24.6455,19.0244,12.2672,5.9754,6.2918,11.1516,5.5088,5.6428,5.3343
150000,内蒙古自治区,2015,53.0,11.9001,5.9641,5.936,42.0807,23.9344,18.1463,11.5496,5.7474,5.8022,10.7863,5.4471,5.3392,5.2763
150000,内蒙古自治区,2014,50.0,11.5584,5.8523,5.7061,40.6414,23.4824,17.159,11.18,5.6653,5.5147,11.1723,5.3455,5.8268,5.1769
150000,内蒙古自治区,2013,49.0,11.2409,5.8417,5.3992,39.9201,23.004,16.9161,11.4662,5.4932,5.973,10.8272,5.0275,5.7997,4.9308
150000,内蒙古自治区,2012,48.0,10.5629,5.6217,4.9412,39.1434,22.1873,16.9561,11.1603,5.9939,5.1664,10.5054,4.5711,5.9343,4.4824
150000,内蒙古自治区,2011,47.0,11.4076,5.516,5.8916,38.444,21.1422,17.3018,10.5869,4.6919,5.895,9.5957,4.1321,5.4636,4.0261
150000,内蒙古自治区,2010,44.0,11.2546,5.5663,5.6883,37.1388,19.7649,17.3739,9.831,4.26,5.571,9.4704,3.6201,5.8503,3.4398
150000,内蒙古自治区,2009,41.0,10.9077,5.1613,5.7464,35.1928,17.8627,17.3301,9.6673,3.7224,5.9449,7.5805,3.0823,4.4982,2.947
150000,内蒙古自治区,2008,39.0,9.7846,4.5636,5.221,31.67,15.8682,15.8018,7.9164,3.2567,4.6597,7.3554,3.1956,4.1598,3.0523
150000,内蒙古自治区,2007,37.0,9.3169,4.1479,5.169,28.4057,14.371,14.0347,7.6803,3.4077,4.2726,6.7204,2.9647,3.7557,2.758
150000,内蒙古自治区,2006,37.0,7.9849,3.5073,4.4776,25.2917,13.3085,11.9832,6.8889,3.148,3.7409,5.5653,2.3557,3.2096,2.1889
150000,内蒙古自治区,2005,33.0,7.0913,3.0182,4.0731,23.0902,12.1176,10.9726,5.8204,2.5148,3.3056,3.9474,1.7033,2.2441,1.5717
150000,内蒙古自治区,2004,31.0,7.0091,,,19.8709,,,,,,3.1075,,,
150000,内蒙古自治区,2003,27.0,5.945,,,15.7602,,,,,,2.4919,,,
150000,内蒙古自治区,2002,21.0,4.4624,,,12.07,,,,,,1.5608,,,
150000,内蒙古自治区,2001,20.0,4.0511,,,9.9613,,,,,,1.2317,,,
150000,内蒙古自治区,2000,18.0,3.3456,,,7.1868,,,,,,1.2218,,,
210000,辽宁省,2019,115.0,33.1129,16.945,16.1679,104.1144,69.6797,34.4347,26.3953,17.5373,8.858,25.7106,16.5262,9.1844,16.4001
210000,辽宁省,2018,115.0,25.6017,16.8364,8.7653,96.3208,69.2619,27.0589,26.8813,17.5324,9.3489,27.5875,17.7461,9.8414,17.6259
210000,辽宁省,2017,115.0,24.9805,16.6287,8.3518,98.0995,70.2417,27.8578,28.796,18.7254,10.0706,26.8767,17.4113,9.4654,17.2505
210000,辽宁省,2016,116.0,25.5721,16.6002,8.9719,99.8719,71.0581,28.8138,28.0452,18.3155,9.7297,26.353,16.5851,9.7679,16.4454
210000,辽宁省,2015,116.0,26.3334,16.6,9.7334,100.565,71.0863,29.4787,27.3803,17.3827,9.9976,25.8296,16.0236,9.806,15.8727
210000,辽宁省,2014,116.0,27.3759,18.0487,9.3272,99.8281,70.5124,29.3157,26.7464,16.7502,9.9962,24.751,15.2303,9.5207,15.059
210000,辽宁省,2013,115.0,27.1346,17.5111,9.6235,96.8034,67.5819,29.2215,25.4431,15.7724,9.6707,24.1049,14.6687,9.4362,14.5225
210000,辽宁省,2012,112.0,26.4385,16.8162,9.6223,93.4078,64.5816,28.8262,24.7722,9.5856,15.1866,23.5984,14.7471,8.8513,14.561
210000,辽宁省,2011,112.0,25.9816,16.156,9.8256,90.2231,62.4546,27.7685,24.0881,15.1556,8.9325,23.6341,14.0017,9.6324,13.7482
210000,辽宁省,2010,112.0,24.7451,15.5215,9.2236,88.0247,60.2201,27.8046,24.2607,14.5186,9.7421,21.9564,13.2522,8.7042,12.9467
210000,辽宁省,2009,107.0,23.7906,15.1604,8.6302,85.2467,58.2354,27.0113,22.5854,13.7561,8.8293,20.6211,12.5788,8.0423,12.2321
210000,辽宁省,2008,104.0,23.9475,14.641,9.3065,82.0374,56.1099,25.9275,21.1424,13.0041,8.1383,20.2312,11.1074,9.1238,10.6468
210000,辽宁省,2007,79.0,22.4273,14.3255,8.1018,77.7758,52.672,25.1038,20.792,11.535,9.257,16.9576,9.5693,7.3883,9.0418
210000,辽宁省,2006,78.0,21.4425,13.2409,8.2016,72.0548,48.2502,23.8046,17.672,10.0949,7.5771,15.497,9.0339,6.4631,8.4398
210000,辽宁省,2005,76.0,20.1488,12.2952,7.8536,65.9351,43.9185,22.0166,15.8943,9.3731,6.5212,14.4984,7.9745,6.5239,7.4467
210000,辽宁省,2004,71.0,18.4307,,,58.3465,,,,,,11.5889,,,
210000,辽宁省,2003,70.0,16.3802,,,51.4191,,,,,,9.8908,,,
210000,辽宁省,2002,67.0,15.1116,,,45.05,,,,,,7.2791,,,
210000,辽宁省,2001,66.0,12.7577,,,37.2336,,,,,,6.0271,,,
210000,辽宁省,2000,64.0,11.3319,,,30.7931,,,,,,5.3353,,,
220000,吉林省,2019,62.0,20.3888,12.0651,8.3237,70.0145,49.3437,20.6708,18.1967,12.3615,5.8352,17.1814,11.6628,5.5186,11.5062
220000,吉林省,2018,62.0,17.5543,12.0125,5.5418,65.8327,48.6973,17.1354,17.7314,12.0524,5.679,16.6174,11.3143,5.3031,11.1529
220000,吉林省,2017,62.0,17.1239,11.8321,5.2918,64.3872,47.8823,16.5049,17.1105,11.6748,5.4357,17.0059,11.4984,5.5075,11.2174
220000,吉林省,2016,60.0,17.3218,11.8753,5.4465,64.2263,47.5665,16.6598,17.4472,11.8274,5.6198,16.4912,11.3696,5.1216,11.0216
220000,吉林省,2015,58.0,17.0014,11.7817,5.2197,63.2723,47.1344,16.1379,16.8826,11.6724,5.2102,15.7048,10.9828,4.722,10.6721
220000,吉林省,2014,58.0,16.894,11.4189,5.4751,61.8273,46.3349,15.4924,16.0237,11.2006,4.8231,15.1779,10.4859,4.692,10.1113
220000,吉林省,2013,58.0,16.6248,11.5705,5.0543,59.9526,45.4357,14.5169,15.0948,10.3733,4.7215,14.6379,10.3426,4.2953,9.9708
220000,吉林省,2012,57.0,16.2602,11.546,4.7142,57.8953,44.2327,13.6626,14.7686,4.3231,10.4455,14.6517,9.8078,4.8439,9.3951
220000,吉林省,2011,57.0,16.0052,11.1121,4.8931,56.2831,42.4556,13.8275,14.7616,9.8931,4.8685,14.1569,9.175,4.9819,8.6502
220000,吉林省,2010,56.0,15.1106,10.7472,4.3634,54.4392,40.4872,13.952,14.2741,9.2654,5.0087,13.5951,8.6118,4.9833,7.3599
220000,吉林省,2009,55.0,15.5915,10.6241,4.9674,53.0975,38.6556,14.4419,13.7375,8.7351,5.0024,12.7411,8.8152,3.9259,7.4657
220000,吉林省,2008,55.0,14.7628,9.8481,4.9147,50.4084,37.1062,13.3022,12.864,8.9515,3.9125,11.7946,7.8082,3.9864,5.9838
220000,吉林省,2007,44.0,14.1031,9.4134,4.6897,47.0188,35.0828,11.936,11.9379,7.895,4.0429,10.87,7.15,3.72,6.3417
220000,吉林省,2006,45.0,13.0565,8.5966,4.4599,43.5065,33.029,10.4775,11.1419,7.3234,3.8185,10.2484,6.3445,3.9039,5.7609
220000,吉林省,2005,44.0,12.9393,8.9043,4.035,40.7262,30.6333,10.0929,10.4402,6.4666,3.9736,8.3982,5.2913,3.1069,4.7675
220000,吉林省,2004,42.0,11.1162,,,36.2191,,,,,,6.5011,,,
220000,吉林省,2003,40.0,10.7125,,,31.9504,,,,,,5.2605,,,
220000,吉林省,2002,40.0,8.7968,,,26.47,,,,,,3.7825,,,
220000,吉林省,2001,35.0,7.3646,,,21.7849,,,,,,3.4808,,,
220000,吉林省,2000,34.0,6.7807,,,18.1019,,,,,,3.048,,,
230000,黑龙江省,2019,81.0,23.8738,13.5686,10.3052,77.816,54.2083,23.6077,19.5125,12.9204,6.5921,19.4809,12.2745,7.2064,12.1758
230000,黑龙江省,2018,81.0,19.7866,13.3899,6.3967,73.2082,52.7986,20.4096,19.9622,12.6157,7.3465,20.0701,12.4946,7.5755,12.3964
230000,黑龙江省,2017,81.0,19.5192,13.0031,6.5161,73.4166,51.8129,21.6037,20.4845,12.7718,7.7127,19.7183,12.5363,7.182,12.4278
230000,黑龙江省,2016,82.0,19.7846,12.6134,7.1712,73.5857,51.3947,22.191,20.1155,12.8515,7.264,19.9598,12.7314,7.2284,12.6058
230000,黑龙江省,2015,81.0,19.8547,12.3406,7.5141,73.5151,51.3966,22.1185,20.3473,13.0224,7.3249,19.398,12.4928,6.9052,12.3205
230000,黑龙江省,2014,80.0,19.7057,12.4977,7.208,73.0614,51.5481,21.5133,19.746,12.7251,7.0209,18.5376,11.9246,6.613,11.7141
230000,黑龙江省,2013,80.0,19.7331,12.5341,7.199,71.7856,50.9894,20.7962,18.8077,12.1406,6.6671,18.4085,11.6544,6.7541,11.5093
230000,黑龙江省,2012,79.0,19.697,12.7948,6.9022,70.4538,50.0806,20.3732,18.6698,6.8443,11.8255,20.3792,11.7948,8.5844,11.6672
230000,黑龙江省,2011,78.0,19.5176,12.7229,6.7947,70.9968,48.9535,22.0433,20.5943,11.933,8.6613,19.6075,10.788,8.8195,10.5945
230000,黑龙江省,2010,79.0,19.2665,12.4116,6.8549,71.9117,47.4038,24.5079,19.9078,10.9616,8.9462,18.0982,9.8437,8.2545,9.0965
230000,黑龙江省,2009,78.0,20.3361,12.0389,8.2972,70.8935,45.1652,25.7283,18.3014,10.0032,8.2982,17.438,9.44,7.998,8.9647
