省份编码,省份,年份,普通高等学校数(所),普通高等学校招生数(万人),普通高等学校本科招生数(万人),普通高等学校专科招生数(万人),普通高等学校在校学生数(万人),普通高等学校本科在校学生数(万人),普通高等学校专科在校学生数(万人),普通高等学校预计毕业生数(万人),普通高等学校本科预计毕业生数(万人),普通高等学校专科预计毕业生数(万人),普通高等学校毕(结)业生数(万人),普通高等学校本科毕(结)业生数(万人),普通高等学校专科毕(结)业生数(万人),普通高等学校本专科授予学位数(万人)
510000,四川省,2001,49.0,11.947,,,31.6701,,,,,,4.4602,,,
510000,四川省,2000,42.0,10.0965,,,24.5648,,,,,,4.2672,,,
520000,贵州省,2019,72.0,25.0966,9.4667,15.6299,76.5745,37.1133,39.4612,20.1355,8.685,11.4505,16.9655,6.7065,10.259,6.4881
520000,贵州省,2018,72.0,21.7176,9.1829,12.5347,68.753,34.279,34.474,17.8906,7.0255,10.8651,15.9724,6.9877,8.9847,6.6588
520000,贵州省,2017,70.0,19.9747,8.6696,11.3051,62.7672,31.7072,31.06,16.6121,7.2713,9.3408,14.9037,7.5025,7.4012,7.1164
520000,贵州省,2016,64.0,18.6996,8.154,10.5456,57.3932,30.1642,27.229,15.2668,7.6587,7.6081,11.6794,6.423,5.2564,6.0107
520000,贵州省,2015,59.0,15.4215,6.4376,8.9839,50.0882,28.17,21.9182,11.8391,6.5494,5.2897,11.6824,5.7994,5.883,5.3899
520000,贵州省,2014,55.0,13.9429,6.5665,7.3764,46.0401,27.3417,18.6984,11.8829,5.9591,5.9238,9.8599,5.1173,4.7426,4.8651
520000,贵州省,2013,52.0,11.9734,6.6804,5.293,41.904,25.7209,16.1831,10.091,5.3041,4.7869,8.806,4.3091,4.4969,4.042
520000,贵州省,2012,49.0,12.5093,6.483,6.0263,38.3815,22.9505,15.431,9.451,4.613,4.838,8.5285,3.968,4.5605,3.7207
520000,贵州省,2011,48.0,10.681,5.7594,4.9216,34.41,20.4105,13.9995,8.7573,4.076,4.6813,8.3016,3.7849,4.5167,3.4845
520000,贵州省,2010,47.0,9.932,5.3636,4.5684,32.3293,18.4389,13.8904,8.4772,3.847,4.6302,7.4777,3.328,4.1497,2.9227
520000,贵州省,2009,47.0,9.5375,4.9298,4.6077,29.9072,16.5388,13.3684,7.6076,3.3692,4.2384,6.4212,3.073,3.3482,2.7642
520000,贵州省,2008,45.0,8.5712,4.0107,4.5605,26.7526,14.7996,11.953,6.5951,3.1511,3.444,6.605,2.8385,3.7665,2.6026
520000,贵州省,2007,37.0,7.5493,3.9544,3.5949,24.1692,13.5829,10.5863,6.6218,2.8731,3.7487,6.1743,2.8065,3.3678,2.4396
520000,贵州省,2006,36.0,7.1687,3.236,3.9327,22.1546,12.5498,9.6048,6.2446,2.8712,3.3734,5.3233,2.4328,2.8905,2.0651
520000,贵州省,2005,34.0,6.8586,3.2418,3.6168,20.6754,11.7644,8.911,5.3873,2.4346,2.9527,3.8681,2.0068,1.8613,1.6398
520000,贵州省,2004,34.0,6.0578,,,17.9852,,,,,,3.1059,,,
520000,贵州省,2003,34.0,5.3318,,,14.9444,,,,,,2.5362,,,
520000,贵州省,2002,32.0,4.1565,,,12.27,,,,,,1.7874,,,
520000,贵州省,2001,30.0,4.4597,,,10.8159,,,,,,1.5092,,,
520000,贵州省,2000,23.0,3.3718,,,7.9833,,,,,,1.3739,,,
530000,云南省,2019,81.0,24.3379,10.8203,13.5176,86.4035,47.0776,39.3259,24.0299,11.9806,12.0493,19.6463,10.1738,9.4725,9.9998
530000,云南省,2018,79.0,21.0134,10.4914,10.522,76.4659,44.0003,32.4656,20.2402,10.5207,9.7195,18.8092,9.5714,9.2378,9.3754
530000,云南省,2017,77.0,20.2091,10.3172,9.8919,70.5854,41.3831,29.2023,19.3399,9.8795,9.4604,17.5254,9.6365,7.8889,9.458
530000,云南省,2016,72.0,17.9949,10.0628,7.9321,65.6594,40.1259,25.5335,17.9507,9.9316,8.0191,15.2435,8.5795,6.664,8.3399
530000,云南省,2015,69.0,17.6636,9.7015,7.9621,61.4569,38.5948,22.8621,15.5148,8.7626,6.7522,14.6031,8.9104,5.6927,8.672
530000,云南省,2014,67.0,16.8227,9.6041,7.2186,57.7044,37.9211,19.7833,14.9012,9.121,5.7802,14.197,7.4098,6.7872,7.2016
530000,云南省,2013,67.0,16.2911,9.9176,6.3735,54.8577,35.8914,18.9663,14.396,7.5603,6.8357,12.7932,6.495,6.2982,6.2725
530000,云南省,2012,66.0,14.2753,8.7663,5.509,51.2178,32.4722,18.7456,12.9754,6.3341,6.6413,11.8944,5.8703,6.0241,5.6967
530000,云南省,2011,64.0,15.9349,9.0553,6.8796,48.7552,29.5863,19.1689,12.0661,6.0178,6.0483,10.9531,5.0519,5.9012,4.9226
530000,云南省,2010,61.0,14.0966,7.7755,6.3211,43.9042,25.5788,18.3254,11.0967,5.1629,5.9338,9.5379,4.6727,4.8652,4.5261
530000,云南省,2009,61.0,12.7287,6.7368,5.9919,39.3601,22.6564,16.7037,9.7037,4.8173,4.8864,8.5891,4.277,4.3121,4.0548
530000,云南省,2008,59.0,11.0319,5.8536,5.1783,34.7732,20.3978,14.3754,8.7533,4.4059,4.3474,7.9311,3.8127,4.1184,3.6528
530000,云南省,2007,51.0,9.355,5.1611,4.1939,31.1111,18.4474,12.6637,8.0593,3.9148,4.1445,7.3039,3.3377,3.9662,3.0946
530000,云南省,2006,50.0,9.3564,4.7956,4.5608,28.423,16.7518,11.6712,7.3934,3.4042,3.9892,6.3566,2.8594,3.4972,2.6937
530000,云南省,2005,44.0,8.4487,4.3308,4.1179,25.4687,14.7367,10.732,6.4447,2.9371,3.5076,4.7731,2.4022,2.3709,2.1544
530000,云南省,2004,43.0,7.5017,,,21.6308,,,,,,3.4836,,,
530000,云南省,2003,34.0,6.2176,,,17.5255,,,,,,3.1337,,,
530000,云南省,2002,31.0,5.0421,,,14.34,,,,,,2.562,,,
530000,云南省,2001,28.0,4.2455,,,11.9039,,,,,,1.9419,,,
530000,云南省,2000,24.0,3.3879,,,9.5893,,,,,,1.8573,,,
540000,西藏自治区,2019,7.0,1.0576,0.6824,0.3752,3.6226,2.5533,1.0693,0.9832,0.5993,0.3839,0.9935,0.5968,0.3967,0.5642
540000,西藏自治区,2018,7.0,0.9491,0.6123,0.3368,3.5717,2.4691,1.1026,1.0071,0.608,0.3991,0.9297,0.5609,0.3688,0.5303
540000,西藏自治区,2017,7.0,0.9667,0.5802,0.3865,3.5643,2.4212,1.1431,0.9436,0.5691,0.3745,0.902,0.5493,0.3527,0.5317
540000,西藏自治区,2016,7.0,1.0143,0.5993,0.415,3.5034,2.3912,1.1122,0.9115,0.5569,0.3546,0.9201,0.5203,0.3998,0.5027
540000,西藏自治区,2015,6.0,0.9884,0.6072,0.3812,3.4203,2.3186,1.1017,0.9185,0.5248,0.3937,0.9536,0.506,0.4476,0.4933
540000,西藏自治区,2014,6.0,0.8802,0.5612,0.319,3.3474,2.2159,1.1315,0.956,0.5073,0.4487,0.9109,0.4891,0.4218,0.4808
540000,西藏自治区,2013,6.0,0.9286,0.5702,0.3584,3.3562,2.1388,1.2174,0.9087,0.4903,0.4184,0.9139,0.4818,0.4321,0.4713
540000,西藏自治区,2012,6.0,1.0022,0.5596,0.4426,3.3452,2.0576,1.2876,0.8213,0.3426,0.4787,0.858,0.4673,0.3907,0.453
540000,西藏自治区,2011,6.0,0.9401,0.5132,0.4269,3.2374,1.9899,1.2475,0.7817,0.4518,0.3299,0.8159,0.4553,0.3606,0.4315
540000,西藏自治区,2010,6.0,0.9213,0.5023,0.419,3.1109,1.9681,1.1428,0.8013,0.4618,0.3395,0.8266,0.4645,0.3621,0.4021
540000,西藏自治区,2009,6.0,0.902,0.501,0.401,3.0264,1.9371,1.0893,0.7835,0.4674,0.3161,0.8454,0.4682,0.3772,0.409
540000,西藏自治区,2008,6.0,0.852,0.4749,0.3771,2.9409,1.9055,1.0354,0.8431,0.4685,0.3746,0.584,0.3635,0.2205,0.315
540000,西藏自治区,2007,6.0,0.8046,0.4617,0.3429,2.6767,1.7951,0.8816,0.5859,0.3681,0.2178,0.4346,0.2176,0.217,0.1855
540000,西藏自治区,2006,6.0,0.8359,0.4751,0.3608,2.3327,1.5698,0.7629,0.4435,0.218,0.2255,0.3846,0.1702,0.2144,0.1407
540000,西藏自治区,2005,4.0,0.7589,0.4597,0.2992,1.8979,1.2747,0.6232,0.3856,0.1703,0.2153,0.3172,0.1296,0.1876,0.0942
540000,西藏自治区,2004,4.0,0.6003,,,1.4731,,,,,,0.2108,,,
540000,西藏自治区,2003,4.0,0.4279,,,1.0409,,,,,,0.1745,,,
540000,西藏自治区,2002,3.0,0.3414,,,0.84,,,,,,0.1686,,,
540000,西藏自治区,2001,3.0,0.242,,,0.6793,,,,,,0.105,,,
540000,西藏自治区,2000,4.0,0.232,,,0.5475,,,,,,0.0764,,,
610000,陕西省,2019,95.0,35.099,17.2015,17.8975,112.199,69.3238,42.8752,29.945,17.2024,12.7426,29.3496,16.0501,13.2995,15.8835
610000,陕西省,2018,95.0,28.2961,16.7402,11.5559,105.4808,67.4094,38.0714,30.3044,16.6474,13.657,31.101,16.9633,14.1377,16.7464
610000,陕西省,2017,93.0,28.4672,16.46,12.0072,106.9374,67.0588,39.8786,31.8079,17.5165,14.2914,30.5124,17.2708,13.2416,17.0176
610000,陕西省,2016,93.0,28.3555,16.1016,12.2539,107.6254,67.7259,39.8995,31.1833,17.7571,13.4262,32.1348,18.3804,13.7544,18.0486
610000,陕西省,2015,92.0,28.7484,15.9352,12.8132,109.9693,69.8475,40.1218,32.8446,18.9647,13.8799,29.9738,16.7256,13.2482,16.3834
610000,陕西省,2014,92.0,28.8268,16.8353,11.9915,109.9613,70.58,39.3813,30.7346,17.1687,13.5659,27.7356,15.0931,12.6425,14.8037
610000,陕西省,2013,92.0,29.7854,17.1768,12.6086,107.7627,68.7369,39.0258,28.1368,15.3663,12.7705,25.3823,13.6062,11.7761,13.3635
610000,陕西省,2012,91.0,31.2776,18.683,12.5946,102.6254,65.1629,37.4625,25.7784,11.9029,13.8755,26.5279,13.2983,13.2296,12.7825
610000,陕西省,2011,90.0,29.2105,16.7021,12.5084,96.4773,59.5183,36.959,26.7898,13.5035,13.2863,25.8878,12.0586,13.8292,11.6127
610000,陕西省,2010,90.0,26.7108,15.4904,11.2204,92.7769,54.5712,38.2057,26.0454,12.26,13.7854,23.5507,11.314,12.2367,10.7328
610000,陕西省,2009,89.0,26.4676,14.0447,12.4229,89.3748,50.7213,38.6535,23.9152,11.5463,12.3689,21.1963,10.9036,10.2927,10.2237
610000,陕西省,2008,88.0,26.4951,13.1569,13.3382,83.9658,47.7708,36.195,21.4698,11.1173,10.3525,21.7294,10.473,11.2564,9.8392
610000,陕西省,2007,76.0,23.7454,12.1964,11.549,77.6516,44.6043,33.0473,22.4089,10.7841,11.6248,19.545,9.0359,10.5091,8.1278
610000,陕西省,2006,76.0,21.162,11.0431,10.1189,72.6219,41.5207,31.1012,19.4648,9.1039,10.3609,16.2314,7.4749,8.7565,6.3778
610000,陕西省,2005,72.0,20.8879,10.2558,10.6321,66.6943,37.4267,29.2676,16.3978,7.6883,8.7095,14.0592,6.7423,7.3169,6.1866
610000,陕西省,2004,62.0,19.5721,,,58.3926,,,,,,11.1,,,
610000,陕西省,2003,57.0,16.8127,,,49.9017,,,,,,7.9785,,,
610000,陕西省,2002,52.0,14.7042,,,41.16,,,,,,5.1603,,,
610000,陕西省,2001,47.0,11.4391,,,31.3718,,,,,,4.2884,,,
610000,陕西省,2000,39.0,9.7209,,,24.4723,,,,,,3.6587,,,
620000,甘肃省,2019,49.0,15.7239,7.3042,8.4197,52.4948,29.6982,22.7966,13.6319,7.3433,6.2886,12.3314,6.8928,5.4386,6.7993
620000,甘肃省,2018,49.0,13.692,7.2845,6.4075,48.362,29.3062,19.0558,12.7165,7.1856,5.5309,12.2347,7.0587,5.176,6.9388
620000,甘肃省,2017,49.0,13.1489,7.1604,5.9885,46.6185,29.2521,17.3664,12.6452,7.367,5.2782,12.4786,7.0242,5.4544,6.8391
620000,甘肃省,2016,49.0,12.5813,7.2261,5.3552,45.7204,29.1662,16.5542,12.7991,7.2533,5.5458,11.9911,7.0621,4.929,6.855
620000,甘肃省,2015,45.0,12.4328,7.1009,5.3319,45.0463,29.0834,15.9629,12.2277,7.2239,5.0038,12.4003,6.7158,5.6845,6.5352
620000,甘肃省,2014,43.0,12.9325,7.2771,5.6554,45.23,28.8351,16.3949,12.6382,6.8865,5.7517,11.8697,6.4285,5.4412,6.2204
620000,甘肃省,2013,42.0,12.2285,7.1619,5.0666,44.2963,28.0071,16.2892,12.0036,6.5275,5.4761,10.9192,6.0848,4.8344,5.8859
620000,甘肃省,2012,42.0,13.0153,7.1638,5.8515,43.1069,26.9467,16.1602,11.0414,4.8496,6.1918,10.298,5.7328,4.5652,5.5176
620000,甘肃省,2011,42.0,12.3481,6.8003,5.5478,40.5306,25.568,14.9626,10.4468,5.8456,4.6012,9.9042,5.1165,4.7877,5.0288
620000,甘肃省,2010,40.0,11.4064,6.5994,4.807,38.1526,23.8412,14.3114,10.0217,5.1995,4.8222,9.2226,4.5747,4.6479,4.1963
620000,甘肃省,2009,39.0,10.9452,6.2493,4.6959,36.149,21.9103,14.2387,9.4257,4.6266,4.7991,8.4082,3.9628,4.4454,3.3779
620000,甘肃省,2008,39.0,10.5091,5.8203,4.6888,33.1895,19.5006,13.6889,8.4549,4.0006,4.4543,7.5051,3.7317,3.7734,3.3068
620000,甘肃省,2007,34.0,9.4328,5.1758,4.257,29.5992,17.3344,12.2648,7.8205,4.0767,3.7438,6.3315,3.2312,3.1003,2.8497
620000,甘肃省,2006,33.0,8.6902,4.4378,4.2524,26.3691,15.4845,10.8846,6.5666,3.3054,3.2612,5.7381,2.847,2.8911,2.4819
620000,甘肃省,2005,33.0,7.1572,3.7783,3.3789,22.9459,13.6915,9.2544,5.7668,2.9208,2.846,4.9886,2.3861,2.6025,2.0477
620000,甘肃省,2004,31.0,6.4231,,,20.0282,,,,,,3.94,,,
620000,甘肃省,2003,31.0,6.0069,,,17.3391,,,,,,2.9582,,,
620000,甘肃省,2002,25.0,5.3079,,,14.3,,,,,,2.1647,,,
620000,甘肃省,2001,25.0,4.5382,,,11.0898,,,,,,1.7,,,
620000,甘肃省,2000,18.0,3.3825,,,8.2577,,,,,,1.4255,,,
630000,青海省,2019,12.0,2.1419,1.1107,1.0312,7.3182,4.213,3.1052,2.0013,0.9662,1.0351,1.8958,0.857,1.0388,0.844
630000,青海省,2018,12.0,2.0465,1.0762,0.9703,7.0288,3.9448,3.084,1.9688,0.8801,1.0887,1.7414,0.8331,0.9083,0.8169
630000,青海省,2017,12.0,1.9626,0.9857,0.9769,6.6974,3.7502,2.9472,1.844,0.8651,0.9789,1.4661,0.7937,0.6724,0.7709
630000,青海省,2016,12.0,1.9063,0.9235,0.9828,6.186,3.6146,2.5714,1.5294,0.8479,0.6815,1.4097,0.8031,0.6066,0.7665
630000,青海省,2015,12.0,1.7969,0.8886,0.9083,5.746,3.5436,2.2024,1.4741,0.851,0.6231,1.3403,0.7384,0.6019,0.7094
630000,青海省,2014,12.0,1.5477,0.8652,0.6825,5.2907,3.432,1.8587,1.3962,0.7899,0.6063,1.2732,0.715,0.5582,0.6807
630000,青海省,2013,9.0,1.4805,0.8848,0.5957,5.0675,3.3308,1.7367,1.322,0.7403,0.5817,1.2447,0.6813,0.5634,0.6576
630000,青海省,2012,9.0,1.4634,0.8453,0.6181,4.8668,3.1662,1.7006,1.286,0.5654,0.7206,1.1661,0.6561,0.51,0.6458
630000,青海省,2011,9.0,1.399,0.8022,0.5968,4.5721,2.9773,1.5948,1.1951,0.6698,0.5253,1.2582,0.6029,0.6553,0.5953
630000,青海省,2010,9.0,1.2969,0.7609,0.536,4.4994,2.8119,1.6875,1.302,0.6209,0.6811,1.1207,0.5784,0.5423,0.5151
630000,青海省,2009,9.0,1.2605,0.732,0.5285,4.3782,2.6678,1.7104,1.1645,0.601,0.5635,1.0437,0.5537,0.49,0.3346
630000,青海省,2008,9.0,1.3767,0.681,0.6957,4.2177,2.5148,1.7029,1.1133,0.5662,0.5471,0.9753,0.4775,0.4978,0.269
630000,青海省,2007,11.0,1.1142,0.6304,0.4838,3.7665,2.3058,1.4607,0.9838,0.4846,0.4992,0.9547,0.4357,0.519,0.263
630000,青海省,2006,11.0,1.1856,0.588,0.5976,3.5983,2.1328,1.4655,0.9966,0.4581,0.5385,0.8609,0.4378,0.4231,0.2705
630000,青海省,2005,11.0,1.1682,0.5683,0.5999,3.2753,1.9856,1.2897,0.8474,0.4333,0.4141,0.8227,0.4221,0.4006,0.2836
630000,青海省,2004,11.0,0.9452,,,2.9483,,,,,,0.5802,,,
630000,青海省,2003,12.0,0.9075,,,2.6124,,,,,,0.4771,,,
630000,青海省,2002,11.0,0.7123,,,2.22,,,,,,0.2763,,,
630000,青海省,2001,8.0,0.7032,,,1.7918,,,,,,0.2561,,,
630000,青海省,2000,7.0,0.6176,,,1.3485,,,,,,0.2202,,,
640000,宁夏回族自治区,2019,19.0,4.3039,2.2004,2.1035,13.5178,8.436,5.0818,3.5147,1.9446,1.5701,3.1988,1.7975,1.4013,1.7272
640000,宁夏回族自治区,2018,19.0,3.5027,2.115,1.3877,12.5253,8.1028,4.4225,3.347,1.8953,1.4517,3.0799,1.7892,1.2907,1.7159
640000,宁夏回族自治区,2017,19.0,3.4728,2.0432,1.4296,12.1051,7.8519,4.2532,3.2609,1.8912,1.3697,3.1563,1.7205,1.4358,1.6477
640000,宁夏回族自治区,2016,18.0,3.2353,1.9486,1.2867,11.7149,7.6218,4.0931,3.2508,1.8154,1.4354,2.9436,1.6845,1.2591,1.6129
640000,宁夏回族自治区,2015,18.0,3.2198,1.8941,1.3257,11.5007,7.4582,4.0425,3.0748,1.7905,1.2843,2.8235,1.5487,1.2748,1.4408
640000,宁夏回族自治区,2014,18.0,3.2807,1.9001,1.3806,11.1432,7.1616,3.9816,2.8858,1.5701,1.3157,2.4456,1.3282,1.1174,1.278
640000,宁夏回族自治区,2013,16.0,3.0664,1.8188,1.2476,10.4451,6.7369,3.7082,2.5537,1.418,1.1357,2.2221,1.2574,0.9647,1.2106
640000,宁夏回族自治区,2012,16.0,3.0779,1.7902,1.2877,9.644,6.2062,3.4378,2.2761,0.9908,1.2853,2.0718,1.1783,0.8935,1.1222
640000,宁夏回族自治区,2011,16.0,2.8203,1.6247,1.1956,8.787,5.6972,3.0898,2.1183,1.2111,0.9072,1.9524,1.0028,0.9496,0.9877
640000,宁夏回族自治区,2010,15.0,2.5008,1.4815,1.0193,8.0206,5.1219,2.8987,2.0036,1.0332,0.9704,1.9218,0.9201,1.0017,0.5436
640000,宁夏回族自治区,2009,15.0,2.2402,1.3289,0.9113,7.5564,4.6346,2.9218,2.0285,0.9755,1.053,1.6391,0.7659,0.8732,0.4675
640000,宁夏回族自治区,2008,15.0,2.1746,1.243,0.9316,7.0454,4.1478,2.8976,1.6934,0.8038,0.8896,1.5238,0.7499,0.7739,0.6676
640000,宁夏回族自治区,2007,13.0,1.9213,1.0546,0.8667,6.2411,3.6671,2.574,1.5747,0.765,0.8097,1.4076,0.6773,0.7303,0.2835
640000,宁夏回族自治区,2006,13.0,1.9473,1.0087,0.9386,5.5931,3.321,2.2721,1.4267,0.694,0.7327,1.1008,0.608,0.4928,0.5362
640000,宁夏回族自治区,2005,13.0,1.4775,0.82,0.6575,4.865,2.9477,1.9173,1.1112,0.6157,0.4955,0.8817,0.5858,0.2959,0.5353
640000,宁夏回族自治区,2004,13.0,1.3701,,,4.1448,,,,,,0.7505,,,
640000,宁夏回族自治区,2003,12.0,1.1237,,,3.5134,,,,,,0.5461,,,
640000,宁夏回族自治区,2002,12.0,0.9434,,,2.93,,,,,,0.3379,,,
640000,宁夏回族自治区,2001,8.0,0.8891,,,2.3154,,,,,,0.3177,,,
640000,宁夏回族自治区,2000,6.0,0.7207,,,1.7463,,,,,,0.3154,,,
650000,新疆维吾尔自治区,2019,54.0,13.9633,5.6823,8.281,42.6966,21.0781,21.6185,9.7182,4.3284,5.3898,8.4359,3.5939,4.842,3.4764
650000,新疆维吾尔自治区,2018,50.0,11.4286,5.2721,6.1565,37.4944,19.3793,18.1151,9.1577,4.0535,5.1042,8.1285,3.4542,4.6743,3.182
650000,新疆维吾尔自治区,2017,47.0,10.3662,4.8327,5.5335,34.6044,17.9797,16.6247,8.7511,3.808,4.9431,7.8686,3.5679,4.3007,3.2921
650000,新疆维吾尔自治区,2016,46.0,9.2191,4.2281,4.991,31.9875,16.8975,15.09,8.3514,3.8343,4.5171,7.3711,3.2647,4.1064,2.925
650000,新疆维吾尔自治区,2015,44.0,8.7189,4.0241,4.6948,30.4682,16.1878,14.2804,7.874,3.5659,4.3081,6.966,3.108,3.858,2.8493
650000,新疆维吾尔自治区,2014,44.0,8.2797,3.7882,4.4915,29.0418,15.5105,13.5313,7.3823,3.3493,4.033,6.7494,3.2608,3.4886,2.9954
650000,新疆维吾尔自治区,2013,41.0,8.0984,3.7926,4.3058,27.8425,15.1321,12.7104,6.9885,3.4168,3.5717,6.9983,3.202,3.7963,2.9454
650000,新疆维吾尔自治区,2012,39.0,7.5774,3.611,3.9664,26.8716,14.6337,12.2379,7.1705,3.8906,3.2799,6.4591,3.0761,3.383,2.8318
650000,新疆维吾尔自治区,2011,37.0,7.4023,3.4254,3.9769,25.8719,14.1763,11.6956,6.6972,3.2082,3.489,6.3798,3.0518,3.328,2.758
650000,新疆维吾尔自治区,2010,37.0,7.3576,3.4294,3.9282,25.116,13.9354,11.1806,6.5971,3.1966,3.4005,6.3543,2.8902,3.4641,2.525
650000,新疆维吾尔自治区,2009,37.0,6.7648,3.3201,3.4447,24.1637,13.5071,10.6566,6.4877,2.9888,3.4989,5.7071,2.7741,2.933,2.1797
650000,新疆维吾尔自治区,2008,37.0,6.5313,3.2378,3.2935,23.0971,13.1689,9.9282,5.9425,2.9776,2.9649,5.429,2.5776,2.8514,1.765
650000,新疆维吾尔自治区,2007,32.0,6.1441,3.2144,2.9297,21.6389,12.5792,9.0597,5.6697,2.7338,2.9359,4.6128,2.3376,2.2752,1.7957
650000,新疆维吾尔自治区,2006,31.0,5.9062,2.915,2.9912,19.9251,11.8192,8.1059,4.9222,2.5789,2.3433,4.4182,2.5173,1.9009,1.9957
650000,新疆维吾尔自治区,2005,30.0,5.5751,2.8579,2.7172,18.1814,11.1761,7.0053,4.4482,2.5629,1.8853,3.6854,2.1187,1.5667,1.3326
650000,新疆维吾尔自治区,2004,28.0,4.9855,,,16.3127,,,,,,3.0181,,,
650000,新疆维吾尔自治区,2003,26.0,4.3069,,,14.7627,,,,,,2.5264,,,
650000,新疆维吾尔自治区,2002,22.0,4.1704,,,13.23,,,,,,1.6025,,,
650000,新疆维吾尔自治区,2001,21.0,4.1426,,,10.8066,,,,,,1.5844,,,
650000,新疆维吾尔自治区,2000,16.0,3.328,,,8.1043,,,,,,1.3774,,,
